,refseq,start,end,strand,gene_name,gene_product,ncbi_protein,regulator,cog
SP5448_01155,CP008776.1,199900,201261,+,radA,DNA repair protein RadA,AKK69700.1,,"Posttranslational modification, protein turnover, chaperones"
SP5448_01160,CP008776.1,201450,201947,+,cah,carbonate dehydratase,AKK69701.1,Rgg,Inorganic ion transport and metabolism
SP5448_01165,CP008776.1,202078,202788,+,WQ51_05710,hypothetical protein,AKK69702.1,"Mga,Rgg,Rgg,CovR",Function unknown
SP5448_01170,CP008776.1,202970,204415,+,gltX,glutamyl-tRNA synthetase,AKK69703.1,Rgg,"Translation, ribosomal structure and biogenesis"
SP5448_01175,CP008776.1,204810,206156,+,fasB,histidine kinase,AKK69704.1,"Rgg,FasX_0min_M1",Signal transduction mechanisms
SP5448_01180,CP008776.1,206153,207436,+,fasC,histidine kinase,AKK69705.1,FasX_0min_M1,Signal transduction mechanisms
SP5448_01185,CP008776.1,207440,208180,+,fasA,accessory gene regulator AgrA,AKK69706.1,"CodY_M49,CovR",Function unknown
SP5448_01190,CP008776.1,208720,209079,+,rnpA,ribonuclease P,AKK69707.1,Rgg,"Translation, ribosomal structure and biogenesis"
SP5448_01195,CP008776.1,209045,209872,+,yidC,membrane protein,AKK69708.1,"Rgg,Irr_EE_M6,Irr_LE_M6","Intracellular trafficking, secretion, and vesicular transport"
SP5448_01200,CP008776.1,209884,210798,+,jag,DNA-binding protein,AKK69709.1,,Function unknown
SP5448_01205,CP008776.1,211113,211247,+,rpmH,50S ribosomal protein L34,AKK69710.1,,"Translation, ribosomal structure and biogenesis"
SP5448_01210,CP008776.1,211521,212225,+,nanE,N-acetylmannosamine-6-phosphate 2-epimerase,AKK69711.1,"NanR,CcpA,CcpA_core_M1,CovR,Mga,Rgg,Rgg,CovR,CovR,Irr_LE_M6",Carbohydrate transport and metabolism
SP5448_01215,CP008776.1,212274,213593,+,SP5448_01215,sugar ABC transporter substrate-binding protein,AKK69712.1,"NanR,CcpA,CcpA_core_M1,CovR,Mga,Rgg,Rgg,CovR,CovR",Carbohydrate transport and metabolism
SP5448_01220,CP008776.1,213717,214583,+,SP5448_01220,acetylneuraminate ABC transporter permease,AKK69713.1,"NanR,CcpA,CcpA_core_M1,CovR,Rgg,LacD.1_M14,CovR,CovR,Irr_EE_M6",Inorganic ion transport and metabolism
SP5448_01225,CP008776.1,214596,215426,+,SP5448_01225,sugar ABC transporter permease,AKK69714.1,"NanR,CcpA,CcpA_core_M1,CovR,Rgg,Rgg,CovR,CovR,CovR",Inorganic ion transport and metabolism
SP5448_01230,CP008776.1,215583,216245,+,SP5448_01230,membrane protein,AKK69715.1,"NanR,CcpA,CcpA_core_M1,CovR,Rgg,Rgg,FasX_60min_M1,CovR,CovR,CovR",Function unknown
SP5448_01235,CP008776.1,216257,217171,+,nanH,N-acetylneuraminate lyase,AKK69716.1,"NanR,CcpA,CcpA_core_M1,CovR,Rgg,CovR,CovR,CovR",Function unknown
SP5448_01240,CP008776.1,217193,218131,+,glk,hypothetical protein,AKK69717.1,"NanR,CcpA,CcpA_core_M1,CovR,Rgg,Rgg,LacD.1_M14,CovR,CovR",Function unknown
SP5448_01245,CP008776.1,218242,219072,-,XK27_06230,RpiR family transcriptional regulator,AKK69718.1,Rgg,Transcription
SP5448_01250,CP008776.1,219357,220148,+,tatD,hydrolase TatD,AKK69719.1,,"Replication, recombination and repair"
SP5448_01255,CP008776.1,220120,220710,+,rnmV,DNA primase,AKK69720.1,,"Translation, ribosomal structure and biogenesis"
SP5448_01260,CP008776.1,220824,221696,+,ksgA,16S rRNA methyltransferase,AKK69721.1,,"Translation, ribosomal structure and biogenesis"
SP5448_01270,CP008776.1,222120,222992,+,rsgA,ribosome biogenesis GTPase RsgA,AKK69722.1,,Carbohydrate transport and metabolism
SP5448_01275,CP008776.1,223002,223664,+,rpe,ribulose-phosphate 3-epimerase,AKK69723.1,,Carbohydrate transport and metabolism
SP5448_01280,CP008776.1,223657,224289,+,thiN,thiamine pyrophosphokinase,AKK69724.1,,Coenzyme transport and metabolism
SP5448_01285,CP008776.1,224291,225562,+,rmuC,recombinase RmuC,AKK69725.1,,Function unknown
SP5448_01290,CP008776.1,225552,226490,+,cbf,3'-5' exonuclease,AKK69726.1,,Function unknown
SP5448_01295,CP008776.1,226757,227596,+,purR,purine operon repressor,AKK69727.1,,Nucleotide transport and metabolism
SP5448_01300,CP008776.1,227587,230208,+,prgA,surface exclusion protein,AKK69728.1,TrxR_M1,"Cell cycle control, cell division, chromosome partitioning"
SP5448_01305,CP008776.1,230416,230829,+,rpsL,30S ribosomal protein S12,AKK69729.1,,"Translation, ribosomal structure and biogenesis"
SP5448_01310,CP008776.1,230850,231320,+,rpsG,30S ribosomal protein S7,AKK69730.1,,"Translation, ribosomal structure and biogenesis"
SP5448_01315,CP008776.1,231687,233765,+,fusA,elongation factor G,AKK69731.1,,"Translation, ribosomal structure and biogenesis"
SP5448_01320,CP008776.1,234113,235123,+,gap,glyceraldehyde-3-phosphate dehydrogenase,AKK69732.1,Rex,Carbohydrate transport and metabolism
SP5448_01330,CP008776.1,235607,236347,-,glnQ,ABC transporter,AKK69733.1,Rgg,Amino acid transport and metabolism
SP5448_01335,CP008776.1,236340,237908,-,glnP,glutamine ABC transporter substrate-binding protein,AKK69734.1,,Inorganic ion transport and metabolism
SP5448_01340,CP008776.1,238106,240004,+,SP5448_01340,hypothetical protein,AKK69735.1,,Function unknown
SP5448_01345,CP008776.1,240070,240909,+,uppP,UDP pyrophosphate phosphatase,AKK69736.1,Rgg,Defense mechanisms
SP5448_01350,CP008776.1,241055,241816,+,mecA,adapter protein mecA,AKK69737.1,,Function unknown
SP5448_01355,CP008776.1,241823,242992,+,tagO,UDP-N-acetylglucosamine:UDP-P N-acetylglucosaminyl-1-P transferase,AKK69738.1,,Cell wall/membrane/envelope biogenesis
SP5448_01365,CP008776.1,243114,243884,+,sufC,iron ABC transporter ATP-binding protein,AKK69739.1,,"Posttranslational modification, protein turnover, chaperones"
SP5448_01370,CP008776.1,243979,245241,+,sufD,Fe-S cluster assembly protein SufD,AKK69740.1,Irr_LE_M6,"Posttranslational modification, protein turnover, chaperones"
SP5448_01375,CP008776.1,245272,246498,+,sufS,cysteine desulfurase,AKK69741.1,,Amino acid transport and metabolism
SP5448_01380,CP008776.1,246485,246964,+,nifU,nitrogen fixation protein NifU,AKK69742.1,,Energy production and conversion
SP5448_01385,CP008776.1,246957,248375,+,sufB,Fe-S cluster assembly protein SufB,AKK69743.1,Rgg,"Posttranslational modification, protein turnover, chaperones"
SP5448_01390,CP008776.1,248527,249708,-,dacA1,D-alanyl-D-alanine carboxypeptidase,AKK69744.1,"TrxR_M1,Mga,MtsR_M49",Cell wall/membrane/envelope biogenesis
SP5448_01395,CP008776.1,249876,251108,-,dacA,peptidase M15,AKK69745.1,Nra_transition_M49,Cell wall/membrane/envelope biogenesis
SP5448_01400,CP008776.1,251439,253409,+,amiA,peptide ABC transporter ATP-binding protein,AKK69746.1,MtsR_M49,Amino acid transport and metabolism
SP5448_01405,CP008776.1,253474,254976,+,amiC,peptide ABC transporter permease,AKK69747.1,"TrxR_M1,Rgg,Nra_exponetional_M49",Inorganic ion transport and metabolism
SP5448_01410,CP008776.1,254976,255902,+,amiD,peptide ABC transporter permease,AKK69748.1,"TrxR_M1,Rgg",Inorganic ion transport and metabolism
SP5448_01415,CP008776.1,255911,256981,+,oppD,hypothetical protein,AKK69749.1,"TrxR_M1,Rgg",Inorganic ion transport and metabolism
SP5448_01420,CP008776.1,256974,257897,+,oppF,peptide ABC transporter ATP-binding protein,AKK69750.1,TrxR_M1,Inorganic ion transport and metabolism
SP5448_01425,CP008776.1,258138,258284,-,SP5448_01425,transposase,AKK69751.1,,Function unknown
SP5448_01465,CP008776.1,264281,264766,+,sigH,competence protein ComX,AKK69752.1,,Transcription
SP5448_01470,CP008776.1,264951,265700,+,truA,pseudouridine synthase,AKK69753.1,,"Translation, ribosomal structure and biogenesis"
SP5448_01475,CP008776.1,265690,266454,+,thiD,phosphomethylpyrimidine kinase,AKK69754.1,,Coenzyme transport and metabolism
SP5448_01480,CP008776.1,266444,266914,+,hmpT,membrane protein,AKK69755.1,,Function unknown
SP5448_01485,CP008776.1,266928,267488,+,ywlG,hypothetical protein,AKK69756.1,,Function unknown
SP5448_01490,CP008776.1,267553,268398,-,ykuT,mechanosensitive ion channel protein,AKK69757.1,"CovR,Irr_EE_M6",Cell wall/membrane/envelope biogenesis
SP5448_01495,CP008776.1,268719,270002,+,tig,trigger factor,AKK69758.1,CcpA,"Cell cycle control, cell division, chromosome partitioning"
SP5448_01500,CP008776.1,270219,270794,+,rpoE,DNA-directed RNA polymerase subunit delta,AKK69759.1,"Rgg,Irr_LE_M6",Transcription
SP5448_01505,CP008776.1,271051,272655,+,pyrG,CTP synthetase,AKK69760.1,,Nucleotide transport and metabolism
SP5448_01510,CP008776.1,272823,273749,+,SP5448_01510,alpha/beta hydrolase,AKK69761.1,,"Cell cycle control, cell division, chromosome partitioning"
SP5448_01520,CP008776.1,274095,274976,+,fba,fructose-bisphosphate aldolase,AKK69762.1,"CcpA,CcpA_core_M1,Rgg",Carbohydrate transport and metabolism
SP5448_01525,CP008776.1,275358,275546,+,rpmB,50S ribosomal protein L28,AKK69763.1,Rgg,"Translation, ribosomal structure and biogenesis"
SP5448_01530,CP008776.1,275724,276857,+,SP5448_01530,transposase,AKK69764.1,CovR,"Replication, recombination and repair"
SP5448_01540,CP008776.1,277024,277389,+,asp,hypothetical protein,AKK69765.1,"TrxR_M1,Rgg",Function unknown
SP5448_01545,CP008776.1,277389,279053,+,yloV,hypothetical protein,AKK69766.1,TrxR_M1,Function unknown
SP5448_01550,CP008776.1,279290,280180,+,XK27_08050,protease,AKK69767.1,"CovR,Irr_EE_M6","Posttranslational modification, protein turnover, chaperones"
SP5448_01555,CP008776.1,280410,281264,+,hel,5'-nucleotidase,AKK69768.1,,Function unknown
SP5448_01560,CP008776.1,281457,282653,+,pgk,phosphoglycerate kinase,AKK69769.1,,Nucleotide transport and metabolism
SP5448_01565,CP008776.1,282916,283467,+,SP5448_01565,membrane protein,AKK69770.1,"CcpA,Rgg",Function unknown
SP5448_01570,CP008776.1,283534,283905,+,glnR,MerR family transcriptional regulator,AKK69771.1,"GlnR,Rgg",Transcription
SP5448_01575,CP008776.1,283943,285289,+,glnA,glutamine synthetase,AKK69772.1,"GlnR,Rgg",Amino acid transport and metabolism
SP5448_01580,CP008776.1,285516,287198,-,rnjA,ribonuclease J,AKK69773.1,TrxR_M1,Function unknown
SP5448_01585,CP008776.1,287200,287430,-,ykzG,hypothetical protein,AKK69774.1,"TrxR_M1,Rgg",Function unknown
SP5448_01590,CP008776.1,287715,288413,+,yeaZ,peptidase M22,AKK69775.1,"Rgg,Irr_LE_M6","Posttranslational modification, protein turnover, chaperones"
SP5448_01595,CP008776.1,288385,288840,+,rimI,alanine acetyltransferase,AKK69776.1,,Transcription
SP5448_01600,CP008776.1,288830,289858,+,tsaD,tRNA threonylcarbamoyladenosine biosynthesis protein Gcp,AKK69777.1,,"Posttranslational modification, protein turnover, chaperones"
SP5448_01605,CP008776.1,290029,290298,-,rpsN,30S ribosomal protein S14,AKK69778.1,"AdcR,Mga,PerR_M14,Nra_transition_M49","Translation, ribosomal structure and biogenesis"
SP5448_01610,CP008776.1,290534,291277,-,SP5448_01610,GntR family transcriptional regulator,AKK69779.1,"CcpA,Mga,Rgg,Nra_transition_M49",Transcription
SP5448_01615,CP008776.1,291517,292296,+,udp,uridine phosphorylase,AKK69780.1,"CcpA,CcpA_core_M1,CovR,Mga",Nucleotide transport and metabolism
SP5448_01620,CP008776.1,292317,293519,+,nupC,Na+ dependent nucleoside transporter domain-containing protein,AKK69781.1,"CcpA,CcpA_core_M1",Nucleotide transport and metabolism
SP5448_01625,CP008776.1,293549,294220,+,deoC,deoxyribose-phosphate aldolase,AKK69782.1,"CcpA,CcpA_core_M1,CovR,Rgg,LacD.1_M14",Nucleotide transport and metabolism
SP5448_01630,CP008776.1,294315,295484,-,ytfP,hypothetical protein,AKK69783.1,,Function unknown
SP5448_01635,CP008776.1,295690,296220,+,WQ51_02910,hypothetical protein,AKK69784.1,,Function unknown
SP5448_01640,CP008776.1,296269,296856,+,dnaQ,DNA polymerase III subunit epsilon,AKK69785.1,Rgg,"Replication, recombination and repair"
SP5448_01645,CP008776.1,297005,297742,+,SP5448_01645,MerR family transcriptional regulator,AKK69786.1,"TrxR_M1,Irr_EE_M6,Irr_LE_M6",Transcription
SP5448_01650,CP008776.1,297799,298098,-,yaaK,hypothetical protein,AKK69787.1,Irr_LE_M6,Function unknown
SP5448_01655,CP008776.1,298291,298665,-,SP5448_01655,DNA-binding protein,AKK69788.1,"Rgg,Irr_LE_M6",Transcription
SP5448_01660,CP008776.1,298835,299056,+,SP5448_01660,Cro/Cl family transcriptional regulator,AKK69789.1,CovR,Transcription
SP5448_01665,CP008776.1,299136,301418,-,pepX,x-prolyl-dipeptidyl aminopeptidase,AKK69790.1,CcpA,Amino acid transport and metabolism
SP5448_01670,CP008776.1,301440,302099,-,rcfB,Crp/Fnr family transcriptional regulator,AKK69791.1,,Transcription
SP5448_01675,CP008776.1,302265,303461,+,yhhS,multidrug MFS transporter,AKK69792.1,"CcpA_core_M1,Rgg,Rgg,RivR_M1,MalR_M1,Nra_transition_M49,Srv_M1",Function unknown
SP5448_01680,CP008776.1,303963,304811,+,gla,glycerol ABC transporter permease,AKK69793.1,,"Intracellular trafficking, secretion, and vesicular transport"
SP5448_01685,CP008776.1,305147,306043,-,XK27_00825,sodium:solute symporter,AKK69794.1,Mga,Function unknown
SP5448_01690,CP008776.1,306341,307093,+,cppA,peptidase,AKK69795.1,"Rgg,Irr_LE_M6",Amino acid transport and metabolism
SP5448_01695,CP008776.1,307078,308028,+,ampC,beta-lactamase,AKK69796.1,Rgg,Defense mechanisms
SP5448_01700,CP008776.1,308206,310533,-,pflB,formate acetyltransferase,AKK69797.1,"Mga,Rgg,CovR,Irr_EE_M6",Energy production and conversion
SP5448_01705,CP008776.1,310742,311836,+,dinB,DNA polymerase IV,AKK69798.1,"TrxR_M1,Rgg","Replication, recombination and repair"
SP5448_01710,CP008776.1,311929,312411,-,SP5448_01710,membrane protein,AKK69799.1,TrxR_M1,Function unknown
SP5448_01715,CP008776.1,312502,314943,-,recD2,exodeoxyribonuclease V subunit alpha,AKK69800.1,"Rgg,Rgg","Replication, recombination and repair"
SP5448_01720,CP008776.1,315001,315594,-,lepB,signal peptidase,AKK69801.1,"Irr_EE_M6,Irr_LE_M6","Intracellular trafficking, secretion, and vesicular transport"
SP5448_01725,CP008776.1,315605,316507,-,rnhC,ribonuclease HIII,AKK69802.1,,"Replication, recombination and repair"
SP5448_01730,CP008776.1,316664,316972,+,SP5448_01730,hypothetical protein,AKK69803.1,Rgg,Function unknown
SP5448_01735,CP008776.1,316975,317520,+,cvpA,colicin V production protein,AKK69804.1,Rgg,Function unknown
SP5448_01740,CP008776.1,317669,320008,+,mutS2,DNA mismatch repair protein MutS,AKK69805.1,"TrxR_M1,Rgg","Replication, recombination and repair"
SP5448_01745,CP008776.1,320012,320512,+,SP5448_01745,phosphoesterase,AKK69806.1,"TrxR_M1,Rgg",Lipid transport and metabolism
SP5448_01750,CP008776.1,320593,320907,+,trxA,thioredoxin,AKK69807.1,"Mga,Rgg,Irr_EE_M6","Posttranslational modification, protein turnover, chaperones"
SP5448_01755,CP008776.1,320959,321546,-,immR_1,transcriptional regulator,AKK69808.1,TrxR_M1,Transcription
SP5448_01760,CP008776.1,321622,322746,-,mutY,adenine glycosylase,AKK69809.1,"Rgg,CovR,Nra_stationary_M49","Replication, recombination and repair"
SP5448_01765,CP008776.1,322944,323237,+,SP5448_01765,hypothetical protein,AKK69810.1,"CovR,CovR,Nra_transition_M49",Function unknown
SP5448_01770,CP008776.1,323410,323700,+,rpsF,30S ribosomal protein S6,AKK69811.1,"Rgg,Irr_EE_M6","Translation, ribosomal structure and biogenesis"
SP5448_01775,CP008776.1,323722,324213,+,ssb,single-stranded DNA-binding protein,AKK69812.1,"Rgg,CovR,Nra_exponetional_M49","Replication, recombination and repair"
SP5448_01780,CP008776.1,324378,324617,+,rpsR,30S ribosomal protein S18,AKK69813.1,Rgg,"Translation, ribosomal structure and biogenesis"
SP5448_01785,CP008776.1,324750,325406,-,XK27_01040,membrane protein,AKK69814.1,"Rgg,Nra_transition_M49,Irr_EE_M6",Function unknown
SP5448_01790,CP008776.1,325539,326483,-,corA,magnesium transporter,AKK69815.1,Rgg,Inorganic ion transport and metabolism
SP5448_01795,CP008776.1,326686,329514,+,uvrA,excinuclease ABC subunit A,AKK69816.1,,"Replication, recombination and repair"
SP5448_01800,CP008776.1,329629,330702,+,pepP,X-Pro aminopeptidase,AKK69817.1,"CovR,Srv_M1",Amino acid transport and metabolism
SP5448_01805,CP008776.1,330737,331198,+,comEB,competence protein ComE,AKK69818.1,Irr_EE_M6,Nucleotide transport and metabolism
SP5448_01810,CP008776.1,331294,331851,+,efp,elongation factor P,AKK69819.1,,"Translation, ribosomal structure and biogenesis"
SP5448_01815,CP008776.1,331897,332286,+,yqhY,hypothetical protein,AKK69820.1,Irr_EE_M6,Function unknown
SP5448_01820,CP008776.1,332279,332731,+,nusB,antitermination protein NusB,AKK69821.1,,Transcription
SP5448_01825,CP008776.1,332872,333837,-,scrR,LacI family transcriptional regulator,AKK69822.1,"ScrR,Rgg,Irr_EE_M6",Transcription
SP5448_01830,CP008776.1,333842,335281,-,scrB,sucrose-6-phosphate hydrolase,AKK69823.1,"ScrR,Rgg",Carbohydrate transport and metabolism
SP5448_01835,CP008776.1,335523,337406,+,scrA,PTS sucrose transporter subunit IIABC,AKK69824.1,"ScrR,Rgg,Rgg,Irr_LE_M6",Carbohydrate transport and metabolism
SP5448_01845,CP008776.1,337637,340624,+,endOF2,endo-beta-N-acetylglucosaminidase,AKK69825.1,"CcpA_core_M1,CovR",Carbohydrate transport and metabolism
SP5448_01850,CP008776.1,340888,341772,+,scrK,fructokinase,AKK69826.1,Irr_EE_M6,Function unknown
SP5448_01855,CP008776.1,341867,342820,+,manA,mannose-6-phosphate isomerase,AKK69827.1,,Carbohydrate transport and metabolism
SP5448_01860,CP008776.1,342982,343686,+,SP5448_01860,hypothetical protein,AKK69828.1,,"Replication, recombination and repair"
SP5448_01865,CP008776.1,343589,344104,+,SP5448_01865,transposase,AKK69829.1,,"Replication, recombination and repair"
SP5448_01875,CP008776.1,344270,346789,+,secA,preprotein translocase subunit SecA,AKK69830.1,CovR,"Intracellular trafficking, secretion, and vesicular transport"
SP5448_01880,CP008776.1,346905,347261,+,acpS,4'-phosphopantetheinyl transferase,AKK69831.1,"Rgg,Rgg",Lipid transport and metabolism
SP5448_01885,CP008776.1,347258,348358,+,alr,alanine racemase,AKK69832.1,Rgg,Amino acid transport and metabolism
SP5448_01890,CP008776.1,348445,349956,+,isp2,hypothetical protein,AKK69833.1,"CovR,CovR",Function unknown
SP5448_01895,CP008776.1,350445,354272,+,isdH,amino acid ABC transporter substrate-binding protein,AKK69834.1,"Mga,Rgg,CovR",Cell wall/membrane/envelope biogenesis
SP5448_01900,CP008776.1,354469,355344,+,shp,heme-binding protein,AKK69835.1,"Mga,Rgg",Function unknown
SP5448_01905,CP008776.1,355328,356212,+,isdE,ABC transporter substrate-binding protein,AKK69836.1,"Mga,Rgg,CovR",Inorganic ion transport and metabolism
SP5448_01910,CP008776.1,356214,357236,+,fhuB,ABC transporter permease,AKK69837.1,"Mga,Rgg",Inorganic ion transport and metabolism
SP5448_01915,CP008776.1,357233,358069,+,fhuC,iron ABC transporter ATP-binding protein,AKK69838.1,"Mga,Rgg",Function unknown
SP5448_01920,CP008776.1,358066,359829,+,cydD,ABC transporter ATP-binding protein,AKK69839.1,"Mga,Rgg,RivR_M1,CovR",Defense mechanisms
SP5448_01925,CP008776.1,359822,361492,+,cydC,ABC transporter ATP-binding protein,AKK69840.1,"Rgg,CovR",Defense mechanisms
SP5448_01930,CP008776.1,361489,362082,+,XK27_08585,membrane protein,AKK69841.1,Rgg,Function unknown
SP5448_01935,CP008776.1,362079,362759,+,XK26_04485,cobalamin biosynthesis protein CbiQ,AKK69842.1,Rgg,Inorganic ion transport and metabolism
SP5448_01940,CP008776.1,362756,364150,+,SP5448_01940,ABC transporter ATP-binding protein,AKK69843.1,,Inorganic ion transport and metabolism
SP5448_01945,CP008776.1,364525,366540,+,recG,ATP-dependent DNA helicase RecG,AKK69844.1,"Rgg,CovR","Replication, recombination and repair"
SP5448_01950,CP008776.1,366833,367735,+,SP5448_01950,ABC transporter ATP-binding protein,AKK69845.1,"FasX_15min_M1,Irr_LE_M6",Defense mechanisms
SP5448_01955,CP008776.1,367748,368452,+,SP5448_01955,ABC transporter permease,AKK69846.1,"Rgg,Rgg,Nra_exponetional_M49,Nra_stationary_M49",Function unknown
SP5448_01960,CP008776.1,368801,369766,-,ansA,asparaginase,AKK69847.1,,Function unknown
SP5448_01965,CP008776.1,369838,371226,+,XK27_03190,haloacid dehalogenase,AKK69848.1,,Function unknown
SP5448_01970,CP008776.1,371349,371801,-,XK27_03180,universal stress protein UspA,AKK69849.1,"Mga,CovR",Signal transduction mechanisms
SP5448_01975,CP008776.1,372032,373246,+,alaA,aminotransferase,AKK69850.1,Rgg,Amino acid transport and metabolism
SP5448_01980,CP008776.1,373464,374246,+,codY,transcriptional repressor CodY,AKK69851.1,"CcpA,CodY,Irr_LE_M6",Transcription
SP5448_01985,CP008776.1,374393,374947,+,pncA,cysteine hydrolase,AKK69852.1,"NiaR,CcpA,CodY","Secondary metabolites biosynthesis, transport and catabolism"
SP5448_01990,CP008776.1,375462,375710,+,ppdK,pyruvate kinase,AKK69853.1,,Carbohydrate transport and metabolism
