,gene_name,start,end,strand,gene_product,cog,uniprot,regulator
PSPTO_0222,xerC,243920,244819,-,tyrosine recombinase XerC,"Replication, recombination and repair",A0A099SKM1,
PSPTO_0223,PSPTO_0223,244822,245556,-,DUF484 family protein,Function unknown,A0A0Q0BTF6,
PSPTO_0224,dapF,245570,246400,-,diaminopimelate epimerase,Amino acid transport and metabolism,A0A0N1JD86,
PSPTO_0225,lysA,246405,247652,-,diaminopimelate decarboxylase,Amino acid transport and metabolism,A0A0N8T676,
PSPTO_0226,lppL,247662,247808,-,lipoprotein,Cell wall/membrane/envelope biogenesis,A0A0N8T674,
PSPTO_0227,cyaY,248015,248347,+,iron donor protein CyaY,Inorganic ion transport and metabolism,A0A099SKL6,
PSPTO_0228,PSPTO_0228,248350,248586,+,DUF1289 domain-containing protein,Function unknown,A0A0N0WVE4,
PSPTO_0229,rnk,248724,249131,+,nucleoside diphosphate kinase regulator,Transcription,A0A0N1JDA8,
PSPTO_RS01210,PSPTO_RS01210,249234,249380,+,hypothetical protein,No COG annotation,UPI0011EA64CB,
PSPTO_RS01215,PSPTO_RS01215,249461,249568,+,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_0230,cyaA,249596,252442,-,class I adenylate cyclase,Nucleotide transport and metabolism,A0A0Q0D5T3,
PSPTO_0231,PSPTO_0231,252625,252873,-,TIGR02647 family protein,Function unknown,A0A099SN91,
PSPTO_0232,PSPTO_0232,253090,253365,-,hypothetical protein,No COG annotation,A0A099SKK9,
PSPTO_0233,gltP,253459,254790,-,glutamate/aspartate:proton symporter GltP,"Intracellular trafficking, secretion, and vesicular transport",A0A0N0FM92,AlgU
PSPTO_0234,rimK,255243,256148,-,30S ribosomal protein S6--L-glutamate ligase,Nucleotide transport and metabolism,A0A099SNM5,
PSPTO_0235,PSPTO_0235,256145,256621,-,ATP-dependent zinc protease,"Post-translational modification, protein turnover,and chaperones",A0A099SKP9,
PSPTO_0236,PSPTO_0236,256638,257420,-,EAL domain-containing protein,Signal transduction mechanisms,A0A2S3V6J6,
PSPTO_0237,hslR,257588,257995,+,RNA-binding protein S4,"Translation, ribosomal structure and biogenesis",A0A0N0G0C1,
PSPTO_0238,hslO,258156,259058,+,Hsp33 family molecular chaperone HslO,"Post-translational modification, protein turnover,and chaperones",A0A099SKK2,
PSPTO_0239,pckA,259238,260782,+,phosphoenolpyruvate carboxykinase,Nucleotide transport and metabolism,A0A099SLB5,
PSPTO_0240,PSPTO_0240,261079,261330,+,type II toxin-antitoxin system prevent-host-death family antitoxin,"Cell cycle control, cell division, chromosome partitioning",A0A0N0FMD7,
PSPTO_0241,PSPTO_0241,261343,261693,+,type II toxin-antitoxin system RelE/ParE family toxin,Function unknown,A0A0N0FM93,
PSPTO_RS01280,PSPTO_RS01280,261996,262448,-,hypothetical protein,No COG annotation,A0A0Q0D5V7,
PSPTO_0242,PSPTO_0242,262839,263453,-,hypothetical protein,No COG annotation,UPI000622557E,
PSPTO_0243,PSPTO_0243,263550,264257,-,hypothetical protein,No COG annotation,UPI000622AE03,
PSPTO_RS01295,PSPTO_RS01295,264386,264835,-,hypothetical protein,No COG annotation,A0A2R3F3Z0,
PSPTO_0244,PSPTO_0244,265284,265997,-,cupin domain-containing protein,Function unknown,A0A0Q0D635,
PSPTO_RS01305,PSPTO_RS01305,266023,266142,+,DUF1534 domain-containing protein,No COG annotation,UPI0003A7AA52,
PSPTO_0245,PSPTO_0245,266158,267015,-,GNAT family N-acetyltransferase,Transcription,A0A0Q0BJD0,
PSPTO_0247,dehII,267549,268217,+,haloacid dehalogenase type II,Function unknown,A0A0N0FME2,
PSPTO_0248,PSPTO_0248,268284,269558,+,FAD-binding oxidoreductase,Amino acid transport and metabolism,Q88AY5,
PSPTO_0249,PSPTO_0249,269650,271287,+,ABC transporter substrate-binding protein,Amino acid transport and metabolism,A0A3M3AE40,
PSPTO_0250,PSPTO_0250,271319,272275,+,ABC transporter permease,Inorganic ion transport and metabolism,A0A0N0FZ94,
PSPTO_0251,PSPTO_0251,272272,273150,+,ABC transporter permease,Inorganic ion transport and metabolism,A0A0P9TUV9,
PSPTO_0252,PSPTO_0252,273152,274993,+,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,Q88AY1,
PSPTO_0253,PSPTO_0253,274990,275301,+,(2Fe-2S)-binding protein,Energy production and conversion,A0A0N0WEX2,
PSPTO_0254,PSPTO_0254,275280,276689,+,FAD-dependent oxidoreductase,Energy production and conversion,A0A2R3F3X7,
PSPTO_0255,PSPTO_0255,276686,277840,+,FAD-binding oxidoreductase,Amino acid transport and metabolism,A0A0P9UDU9,
PSPTO_0256,argE,277837,278994,+,acetylornithine deacetylase,Amino acid transport and metabolism,A0A0N8SWI8,
PSPTO_0257,gabD-1,279109,280566,+,NAD-dependent succinate-semialdehyde dehydrogenase,Energy production and conversion,A0A0Q0HUZ3,
PSPTO_0258,PSPTO_0258,280829,281758,-,glyoxylate/hydroxypyruvate reductase A,Amino acid transport and metabolism,UPI0001E27F2B,
PSPTO_0259,gabT,282043,283347,+,4-aminobutyrate--2-oxoglutarate transaminase,Amino acid transport and metabolism,Q88AX4,
PSPTO_0260,PSPTO_0260,283423,284079,+,hypothetical protein,Function unknown,Q88AX3,
PSPTO_0261,PSPTO_0261,284127,284615,+,Lrp/AsnC family transcriptional regulator,Transcription,A0A099SHU6,
PSPTO_0262,PSPTO_0262,284644,285102,-,transposase,"Replication, recombination and repair",A0A099SIP6,
PSPTO_0263,PSPTO_0263,285536,287032,+,methyl-accepting chemotaxis protein,Cell motility,A0A0Q0BJD5,
PSPTO_0264,PSPTO_0264,287061,288644,-,ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0Q0CYU2,
PSPTO_0265,PSPTO_0265,288646,289668,-,ABC transporter permease,Inorganic ion transport and metabolism,A0A0P9IRM8,
PSPTO_0266,yejB,289668,290735,-,microcin C ABC transporter permease YejB,Inorganic ion transport and metabolism,A0A099SHU0,
PSPTO_0267,PSPTO_0267,290737,292620,-,ABC transporter substrate-binding protein,Amino acid transport and metabolism,UPI0002E32CBE,
PSPTO_0268,PSPTO_0268,292765,295590,-,TonB-dependent receptor,Inorganic ion transport and metabolism,A0A0P9VIB3,
PSPTO_0269,PSPTO_0269,295690,296091,-,biopolymer transporter ExbD,"Intracellular trafficking, secretion, and vesicular transport",A0A099SHW5,
PSPTO_0270,PSPTO_0270,296091,296777,-,MotA/TolQ/ExbB proton channel family protein,"Intracellular trafficking, secretion, and vesicular transport",UPI0005CA2B58,
PSPTO_0271,PSPTO_0271,296849,297652,-,energy transducer TonB,Cell wall/membrane/envelope biogenesis,UPI000699B36B,
PSPTO_0272,iscS-1,298850,300004,-,aminotransferase class V-fold PLP-dependent enzyme,Amino acid transport and metabolism,UPI00031597E9,
PSPTO_0273,PSPTO_0273,300484,300954,+,Lrp/AsnC family transcriptional regulator,Transcription,A0A099SKY4,
PSPTO_0274,PSPTO_0274,301038,301292,+,hypothetical protein,No COG annotation,A0A099SHW1,
PSPTO_0275,PSPTO_0275,301329,302462,-,ImmA/IrrE family metallo-endopeptidase,Amino acid transport and metabolism,A0A0Q0HNI0,
PSPTO_0276,PSPTO_0276,302698,303372,-,HAD family hydrolase,Function unknown,A0A0Q0CER3,
PSPTO_0277,PSPTO_0277,303927,304415,+,hypothetical protein,No COG annotation,A0A0Q0ETE7,
PSPTO_0278,PSPTO_0278,304528,304968,-,DUF805 domain-containing protein,Function unknown,A0A0N8T591,
PSPTO_0279,PSPTO_0279,304985,305341,-,DUF4190 domain-containing protein,No COG annotation,A0A099SHQ3,
PSPTO_0280,PSPTO_0280,305562,306389,-,M24 family metallopeptidase,"Translation, ribosomal structure and biogenesis",UPI0004642607,
PSPTO_0281,PSPTO_0281,306711,307076,-,DNA binding protein,No COG annotation,A0A099SIG1,
PSPTO_0282,PSPTO_0282,307260,308024,-,hypothetical protein,No COG annotation,A0A0Q0CYQ7,
PSPTO_0283,PSPTO_0283,308181,308516,-,hypothetical protein,No COG annotation,A0A0P9IRJ7,
PSPTO_RS01500,PSPTO_RS01500,308818,309108,+,IS66 family transposase,Function unknown,,
PSPTO_0285,PSPTO_0285,309736,310818,-,restriction endonuclease subunit S,Defense mechanisms,Q88AU8,
PSPTO_RS01510,PSPTO_RS01510,310815,312809,-,SAM-dependent DNA methyltransferase,"Replication, recombination and repair",,
PSPTO_0287,PSPTO_0287,314187,315395,+,tyrosine-type recombinase/integrase,"Replication, recombination and repair",A0A0Q0CS07,
PSPTO_RS01520,PSPTO_RS01520,315392,315895,-,hypothetical protein,No COG annotation,UPI00070CB42A,
PSPTO_0288,PSPTO_0288,316071,316271,+,helix-turn-helix domain-containing protein,Transcription,A0A0Q0BBW2,
PSPTO_0289,PSPTO_0289,316271,316423,+,hypothetical protein,No COG annotation,UPI0002EB8837,
PSPTO_0290,PSPTO_0290,316582,316782,+,helix-turn-helix domain-containing protein,Function unknown,UPI0002F15304,
PSPTO_0291,PSPTO_0291,316980,317789,-,AAA family ATPase,"Replication, recombination and repair",A0A099SW04,
PSPTO_0292,PSPTO_0292,317786,318808,-,IS21-like element ISPsy4 family transposase,"Replication, recombination and repair",A0A099SYT7,
PSPTO_0293,PSPTO_0293,319381,319689,+,hypothetical protein,No COG annotation,A0A0Q0B199,
PSPTO_0294,PSPTO_0294,319703,319903,+,hypothetical protein,No COG annotation,A0A0Q0C3C2,
PSPTO_RS01560,PSPTO_RS01560,320315,320710,-,hypothetical protein,No COG annotation,UPI0003AAA52E,
PSPTO_0295,PSPTO_0295,320707,320928,-,hypothetical protein,No COG annotation,A0A0Q0CLM9,
PSPTO_RS01570,PSPTO_RS01570,322459,322830,+,phage tail tape measure protein,"Cell cycle control, cell division, chromosome partitioning",,
PSPTO_0297,PSPTO_0297,322827,323117,+,hypothetical protein,No COG annotation,A0A0Q0BBB9,
PSPTO_0298,PSPTO_0298,323239,323856,+,recombinase family protein,"Replication, recombination and repair",A0A0Q0CDI5,
PSPTO_0299,PSPTO_0299,324283,325494,+,FAD-dependent monooxygenase,Energy production and conversion,UPI00062226A7,
PSPTO_0300,gabD,325765,327207,+,NADP-dependent succinate-semialdehyde dehydrogenase,Energy production and conversion,A0A0P9IL00,
PSPTO_0301,gabT,327391,328671,+,4-aminobutyrate--2-oxoglutarate transaminase,Amino acid transport and metabolism,A0A0Q0BBA7,
PSPTO_0303,PSPTO_0303,328828,330219,+,response regulator,Signal transduction mechanisms,UPI0006215739,
PSPTO_RS01610,PSPTO_RS01610,330299,330373,+,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_0304,PSPTO_0304,330437,331435,-,sensor domain-containing diguanylate cyclase,Signal transduction mechanisms,A0A0N0WWI9,AlgU
PSPTO_0305,PSPTO_0305,331569,332753,-,acyl-CoA desaturase,Lipid transport and metabolism,A0A0N1JD95,
PSPTO_0306,PSPTO_0306,332910,334841,+,EAL domain-containing protein,Signal transduction mechanisms,A0A0Q0C3B3,
PSPTO_0307,oscA,335032,335214,+,sulfur starvation response protein OscA,Function unknown,A0A099SKS2,
PSPTO_0308,sbp,335361,336377,+,sulfate ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,A0A0P9JP28,
PSPTO_0309,cysT,336472,337293,+,sulfate ABC transporter permease subunit CysT,Inorganic ion transport and metabolism,A0A099SHN4,
PSPTO_0310,cysW,337307,338179,+,sulfate ABC transporter permease subunit CysW,Inorganic ion transport and metabolism,A0A099SK53,
PSPTO_0311,cysA,338182,339162,+,sulfate ABC transporter ATP-binding protein,Inorganic ion transport and metabolism,A0A0K8LT75,
PSPTO_0312,PSPTO_0312,339425,339949,-,DUF962 domain-containing protein,Function unknown,A0A0Q0EHL6,
PSPTO_0313,PSPTO_0313,340034,340738,+,Crp/Fnr family transcriptional regulator,Signal transduction mechanisms,A0A0Q0B193,
PSPTO_0314,PSPTO_0314,340857,341858,+,extracellular solute-binding protein,Inorganic ion transport and metabolism,A0A099SHN8,
PSPTO_0315,PSPTO_0315,342066,343682,+,iron ABC transporter permease,Inorganic ion transport and metabolism,A0A0Q0B550,
PSPTO_0316,gcvT,343836,344918,+,glycine cleavage system aminomethyltransferase GcvT,Amino acid transport and metabolism,A0A0N0WDW0,
PSPTO_0317,gcvH,344962,345348,+,glycine cleavage system protein GcvH,Amino acid transport and metabolism,A0A0Q0B540,
PSPTO_0318,PSPTO_0318,345431,345751,-,DUF2388 domain-containing protein,Function unknown,A0A099SII7,AlgU
PSPTO_0319,PSPTO_0319,345891,347675,-,type II/IV secretion system protein,Cell motility,A0A0N0FMG9,
PSPTO_0320,PSPTO_0320,347786,348133,-,hypothetical protein,No COG annotation,A0A0N0FMC7,
PSPTO_0321,PSPTO_0321,348259,348738,+,Lrp/AsnC family transcriptional regulator,Transcription,A0A0P9JUH8,
PSPTO_RS01705,PSPTO_RS01705,348894,348980,+,DUF1534 domain-containing protein,No COG annotation,UPI0011EA68D1,
PSPTO_RS01710,PSPTO_RS01710,349044,349599,+,hypothetical protein,No COG annotation,,
PSPTO_RS01715,PSPTO_RS01715,349586,349783,+,DUF1534 domain-containing protein,No COG annotation,UPI0013310B96,
PSPTO_0322,PSPTO_0322,349816,351183,-,inorganic triphosphatase,Function unknown,A0A0N1JHQ3,
PSPTO_0323,argE,351346,352494,+,acetylornithine deacetylase,Amino acid transport and metabolism,A0A0N0WVD1,
PSPTO_0324,argA,352618,353916,+,amino-acid N-acetyltransferase,Amino acid transport and metabolism,A0A0N0WDW3,
PSPTO_0325,gshA,354040,355629,-,glutamate--cysteine ligase,Coenzyme transport and metabolism,F3ID37,
PSPTO_0326,PSPTO_0326,355873,356256,-,PaaI family thioesterase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A099SMF7,
PSPTO_0327,PSPTO_0327,356256,358577,-,RNA-binding transcriptional accessory protein,Transcription,A0A099SJU8,
PSPTO_0328,ompR,358877,359617,+,two-component system response regulator OmpR,Transcription,A0A099SKP1,
PSPTO_0329,envZ,359781,361091,+,HAMP domain-containing protein,Signal transduction mechanisms,A0A0N0FMH4,
PSPTO_0330,PSPTO_0330,361341,361808,-,inhibitor of vertebrate lysozyme family protein,Function unknown,A0A0Q0CF26,
PSPTO_RS01765,PSPTO_RS01765,361811,361975,-,DUF1328 domain-containing protein,No COG annotation,A0A0K8M5B6,
PSPTO_0332,PSPTO_0332,362035,362322,-,hypothetical protein,No COG annotation,A0A0Q0EJ08,
PSPTO_0333,PSPTO_0333,362552,363391,-,BON domain-containing protein,Function unknown,A0A0N0WSW0,AlgU
PSPTO_0334,algB,363589,364935,+,sigma-54-dependent response regulator transcription factor AlgB,Signal transduction mechanisms,A0A099SMZ3,
PSPTO_0335,PSPTO_0335,364946,366733,+,PAS domain-containing protein,Signal transduction mechanisms,A0A0Q0C4G7,
PSPTO_0336,PSPTO_0336,366822,367124,-,Txe/YoeB family addiction module toxin,Function unknown,A0A0P9I7A3,AlgU
PSPTO_0337,PSPTO_0337,367096,367374,-,type II toxin-antitoxin system Phd/YefM family antitoxin,"Cell cycle control, cell division, chromosome partitioning",A0A0N0FZ13,
PSPTO_0338,PSPTO_0338,367634,368413,-,N-acetylmuramoyl-L-alanine amidase,Cell wall/membrane/envelope biogenesis,A0A0P9I780,
PSPTO_0339,PSPTO_0339,368509,370542,-,diguanylate cyclase,Signal transduction mechanisms,A0A0Q0BCC9,
PSPTO_0340,PSPTO_0340,370539,371414,-,endonuclease/exonuclease/phosphatase family protein,"Replication, recombination and repair",A0A099SJY6,
PSPTO_0341,dsbA,371424,372068,-,thiol:disulfide interchange protein DsbA/DsbL,"Post-translational modification, protein turnover,and chaperones",A0A099SME9,
PSPTO_0343,engB,372362,372997,+,YihA family ribosome biogenesis GTP-binding protein,"Cell cycle control, cell division, chromosome partitioning",A0A099SJU0,
PSPTO_0344,polA,373243,376008,-,DNA polymerase I,"Replication, recombination and repair",A0A2S3V5B4,
PSPTO_0345,PSPTO_0345,376083,376370,+,DUF2782 domain-containing protein,Function unknown,A0A099SMY6,
PSPTO_0346,thrB,376407,377357,+,homoserine kinase,Nucleotide transport and metabolism,A0A0N0FZ36,
PSPTO_0347,PSPTO_0347,377461,378507,-,LacI family DNA-binding transcriptional regulator,Transcription,A0A0N0FZ24,PSPTO_0347
PSPTO_RS01845,PSPTO_RS01845,378728,380987,+,TonB-dependent receptor,Inorganic ion transport and metabolism,,
PSPTO_0349,PSPTO_0349,381023,382348,+,LLM class flavin-dependent oxidoreductase,Energy production and conversion,A0A0Q0B648,
PSPTO_0350,PSPTO_0350,382479,383414,+,sulfonate ABC transporter substrate-binding protein,Inorganic ion transport and metabolism,A0A0N0WSW3,
PSPTO_0351,mgrA,383497,384534,+,L-glyceraldehyde 3-phosphate reductase,Energy production and conversion,A0A3M2VU20,
PSPTO_0352,ntrC,384711,386147,-,nitrogen regulation protein NR(I),Signal transduction mechanisms,A0A099SJY0,NtrC
PSPTO_0353,glnL,386144,387229,-,nitrogen regulation protein NR(II),Signal transduction mechanisms,A0A0Q0B662,NtrC
PSPTO_0355,PSPTO_0355,387513,388145,-,DUF4124 domain-containing protein,Function unknown,A0A0Q0B654,
PSPTO_0356,PSPTO_0356,388142,388723,-,DUF4124 domain-containing protein,Function unknown,A0A0Q0CNE3,
PSPTO_0357,aroH,388763,389320,-,chorismate mutase,Cell wall/membrane/envelope biogenesis,A0A0Q0CF10,
PSPTO_0358,PSPTO_0358,389541,390965,-,IS1182-like element ISPsy6 family transposase,"Replication, recombination and repair",UPI0002E7C8F0,
PSPTO_0359,glnA,391090,392496,-,glutamate--ammonia ligase,Amino acid transport and metabolism,A0A099SME0,NtrC
PSPTO_0360,thiI,392832,394286,+,tRNA 4-thiouridine(8) synthase ThiI,Coenzyme transport and metabolism,A0A0N0G494,
PSPTO_0361,typA,394429,396249,+,translational GTPase TypA,Signal transduction mechanisms,A0A099SKM4,
PSPTO_0362,PSPTO_0362,396350,397174,-,DeoR/GlpR transcriptional regulator,Transcription,A0A0K8M272,
PSPTO_0363,polS,397298,398071,-,L-iditol 2-dehydrogenase,Lipid transport and metabolism,A0A0Q0C497,
PSPTO_0364,PSPTO_0364,398111,399427,-,sugar ABC transporter substrate-binding protein,Carbohydrate transport and metabolism,A0A0N0WYM6,
PSPTO_0365,PSPTO_0365,399709,400608,+,AraC family transcriptional regulator,Transcription,A0A0Q0B5Y4,
PSPTO_0366,PSPTO_0366,400609,401868,-,sodium:proton antiporter,Inorganic ion transport and metabolism,A0A0N1JJ32,
PSPTO_0367,PSPTO_0367,402145,402474,-,DUF2790 domain-containing protein,Function unknown,A0A0K8M228,
PSPTO_RS01940,PSPTO_RS01940,402691,402915,+,hypothetical protein,No COG annotation,A0A099SIS7,
PSPTO_0369,PSPTO_0369,403338,404663,+,OprD family porin,Function unknown,A0A0N0G3L5,
PSPTO_0370,PSPTO_0370,404865,406241,+,multidrug transporter MatE,Defense mechanisms,A0A099SI01,
PSPTO_0371,iaaL,406323,407510,+,AMP-binding protein,Coenzyme transport and metabolism,A0A099SKE2,
PSPTO_0372,PSPTO_0372,407868,408890,-,IS110-like element ISPsy7 family transposase,"Replication, recombination and repair",A0A0P9IPA8,
PSPTO_RS01965,PSPTO_RS01965,408972,411536,-,type IV secretion protein Rhs,Cell wall/membrane/envelope biogenesis,,
PSPTO_0374,PSPTO_0374,411649,412236,-,hypothetical protein,No COG annotation,Q88AL6,AlgU
PSPTO_0375,PSPTO_0375,412540,415701,-,CusA/CzcA family heavy metal efflux RND transporter,Inorganic ion transport and metabolism,A0A0Q0BC22,
PSPTO_0376,PSPTO_0376,415726,416994,-,efflux RND transporter periplasmic adaptor subunit,Cell wall/membrane/envelope biogenesis,A0A099SVG1,
PSPTO_0377,PSPTO_0377,417062,418288,-,TolC family protein,Cell wall/membrane/envelope biogenesis,A0A2S3V9A5,
PSPTO_0378,PSPTO_0378,418542,419216,+,heavy metal response regulator transcription factor,Transcription,A0A099SUJ6,
PSPTO_0379,PSPTO_0379,419213,420604,+,heavy metal sensor histidine kinase,Signal transduction mechanisms,A0A0Q0CCF8,
PSPTO_0380,PSPTO_0380,420719,421120,+,MAPEG family protein,Function unknown,A0A0K8LZA7,
PSPTO_0381,PSPTO_0381,421174,421584,-,DUF1090 domain-containing protein,Function unknown,A0A099SVF4,
PSPTO_0382,ligB,421625,423310,-,NAD-dependent DNA ligase LigB,"Replication, recombination and repair",A0A0N0WYI9,
PSPTO_0383,metK,423533,424723,-,methionine adenosyltransferase,Coenzyme transport and metabolism,A0A099SUJ0,PSPTO_0384
PSPTO_0384,PSPTO_0384,424744,425739,-,metalloregulator ArsR/SmtB family transcription factor,Transcription,A0A099SX40,PSPTO_0384
PSPTO_0385,tkt,425999,427996,+,transketolase,Carbohydrate transport and metabolism,A0A099SUD2,
PSPTO_0386,epd,428140,429183,+,erythrose-4-phosphate dehydrogenase,Coenzyme transport and metabolism,A0A0Q0CCB1,
PSPTO_0387,pgk,429206,430369,+,phosphoglycerate kinase,Nucleotide transport and metabolism,A0A099SXM5,
PSPTO_0388,PSPTO_0388,430397,430630,+,lipoprotein,No COG annotation,A0A099SUI3,
PSPTO_0389,PSPTO_0389,430717,431043,+,MliC family protein,Cell wall/membrane/envelope biogenesis,A0A0N0WNP5,
