,start,stop,strand,gene_name,length,operon,COG,gene_product,description,classif,Unnamed: 11,regulator
BSU_01250,140147,140410,1,rpsQ,263,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein S17 (BS16),ribosomal protein,-,,"SigA,stringent_response"
BSU_01260,140451,140819,1,rplN,368,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein L14,ribosomal protein,-,,"SigA,stringent_response"
BSU_01270,140857,141168,1,rplX,311,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein L24 (BL23) (histone-like protein HPB12),ribosomal protein,-,,"SigA,stringent_response"
BSU_01280,141195,141734,1,rplE,539,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein L5 (BL6),ribosomal protein,-,,"SigA,stringent_response"
BSU_01290,141757,141942,1,rpsN,185,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein S14,ribosomal protein,-,,"SigA,stringent_response"
BSU_01300,141974,142372,1,rpsH,398,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein S8 (BS8),ribosomal protein,-,,"SigA,stringent_response"
BSU_01310,142402,142941,1,rplF,539,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein L6 (BL8),ribosomal protein,-,,"SigA,stringent_response"
BSU_01320,142974,143336,1,rplR,362,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein L18,ribosomal protein,-,,"SigA,stringent_response"
BSU_01330,143361,143861,1,rpsE,500,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein S5,ribosomal protein,-,,"SigA,stringent_response"
BSU_01340,143875,144054,1,rpmD,179,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein L30 (BL27),ribosomal protein,-,,"SigA,stringent_response"
BSU_01350,144085,144525,1,rplO,440,"rplO->map, rpsJ->rplQ","Translation, ribosomal structure and biogenesis",ribosomal protein L15,ribosomal protein,-,,"SigA,stringent_response"
BSU_01360,144527,145822,1,secY,1295,"rplO->map, rpsJ->rplQ",Intracellular trafficking and secretion,preprotein translocase subunit,"preprotein translocase subunit, universally conserved protein",-,,"SigA,stringent_response"
BSU_01370,145877,146530,1,adk,653,"rplO->map, rpsJ->rplQ",Nucleotide transport and metabolism,adenylate kinase,adenylate kinase,-,,"SigA,stringent_response"
BSU_01380,146527,147273,1,map,746,"rplO->map, rpsJ->rplQ",Amino acid transport and metabolism,methionine aminopeptidase,methionine aminopeptidase,-,,"SigA,stringent_response"
BSU_01389,147312,147536,1,ybzG,224,rpsJ->rplQ,No COG category,unknown,unknown,-,,"SigA,stringent_response"
BSU_01390,147585,147803,1,infA,218,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",initiation factor IF-1,translation initiation factor IF-1,-,,"SigA,stringent_response"
BSU_01400,147837,147950,1,rpmJ,113,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein L36 (ribosomal protein B),ribosomal protein,-,,"SigA,stringent_response"
BSU_01410,147973,148338,1,rpsM,365,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein S13,ribosomal protein,-,,"SigA,stringent_response"
BSU_01420,148359,148754,1,rpsK,395,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein S11 (BS11),ribosomal protein,-,,"SigA,stringent_response"
BSU_01430,148931,149875,1,rpoA,944,rpsJ->rplQ,Transcription,RNA polymerase alpha subunit,[SW|RNA polymerase] alpha subunit,-,,"SigA,stringent_response"
BSU_01440,149953,150315,1,rplQ,362,rpsJ->rplQ,"Translation, ribosomal structure and biogenesis",ribosomal protein L17 (BL15),ribosomal protein,-,,"SigA,stringent_response"
BSU_01450,150443,151288,1,ybxA,845,,Inorganic ion transport and metabolism,[SW|ECF transporter] (ATP-binding protein),ATP-binding A1 component of [SW|ECF transporter]s,-,,
BSU_01460,151303,152133,1,ybaE,830,,Inorganic ion transport and metabolism,[SW|ECF transporter] (ATP-binding protein),ATP-binding A2 component of [SW|ECF transporter]s,-,,
BSU_01470,152130,152927,1,ybaF,797,,Inorganic ion transport and metabolism,[SW|ECF transporter] (membrane-spanning protein),trans-membrane T component of [SW|ECF transporter]s,-,,
BSU_01480,152937,153680,1,truA,743,truA->rpsI,"Translation, ribosomal structure and biogenesis",pseudouridylate synthase I,"pseudouridylate synthase I, universally conserved protein",-,,stringent_response
BSU_01490,153842,154279,1,rplM,437,"rplM->rpsI, truA->rpsI","Translation, ribosomal structure and biogenesis",ribosomal protein L13,ribosomal protein,-,,stringent_response
BSU_01500,154300,154692,1,rpsI,392,"rplM->rpsI, truA->rpsI","Translation, ribosomal structure and biogenesis",ribosomal protein S9,ribosomal protein,-,,stringent_response
BSU_01510,155156,155923,1,ybaJ,767,ybaJ,"Secondary metabolite biosynthesis, transport, and catabolism",unknown,unknown,-,,AbrB
BSU_01520,156109,156552,1,ybaK,443,ybaK->cwlD,Function unknown,sporulation protein,sporulation protein,-,,"SigE,SigG,LexA"
BSU_01530,156612,157325,1,cwlD,713,"ybaK->cwlD, cwlD",Cell wall/membrane/envelope biogenesis,N-acetylmuramoyl-L-alanine amidase,"N-acetylmuramoyl-L-alanine amidase, spore cortex peptidoglycan synthesis",-,,"SigE,SigG,LexA"
BSU_01540,157421,158479,1,salA,1058,salA,Cell cycle control and cell division,MRP family regulator,"negative regulator of [[gene|F7FD94CE7AB290FBFD3A9B88F204961668F9B42C]] expression, activator of [[protein|6100EA37592A2C31BC3DE79AD7948A8D6F65F6E1]] kinase activity",-,,SalA
BSU_01550,158515,159072,-1,gerD,557,gerD,Function unknown,lipoprotein,"scaffold of the germinosome, required for clustering of germinant receptors in the spore inner membrane",-,,"SigG,SigF"
BSU_01560,159182,159778,1,kbaA,596,,Function unknown,effector of [[protein|KinB ]]activity,"activation of the [[protein|2111AC1AE49D1006E10DC127BF5B7A0327DE94A7]]-dependent pathway to [SW|sporulation], control of the [SW|phosphorelay]",-,,
BSU_01570,159779,160543,-1,pdaB,764,pdaB,Carbohydrate transport and metabolism,polysaccharide deacetylase,polysaccharide deacetylase,-,,"SigE,SpoIIID"
BSU__tRNA_24,165830,165902,1,trnI-Thr,72,,No COG category,transfer RNA-Thr,,-,,
BSU_01580,177083,178519,1,ybaR,1436,ybaR,Inorganic ion transport and metabolism,fumarate:proton symporter,fumarate transporter,-,,
BSU_01590,178665,179585,1,ybaS,920,ybaS,Function unknown,unknown,similar to Na+-dependent transporter,-,,
BSU_01600,179595,180347,-1,ybbA,752,feuA->ybbA,Function unknown,enterobactin esterase [pubmed|28283524],"enterobactin esterase, release of iron from enterobactin",-,,"SigA,Btr,Fur"
BSU_01610,180344,181354,-1,feuC,1010,feuA->ybbA,Inorganic ion transport and metabolism,[SW|ABC transporter ]for the siderophores Fe-enterobactin and Fe-bacillibactin (integral membrane protein),[SW|ABC transporter ]for the siderophores Fe-enterobactin and Fe-bacillibactin (integral membrane protein),-,,"SigA,Btr,Fur"
BSU_01620,181347,182351,-1,feuB,1004,feuA->ybbA,Inorganic ion transport and metabolism,[SW|ABC transporter ]for the siderophores Fe-enterobactin and Fe-bacillibactin (integral membrane protein),[SW|ABC transporter ]for the siderophores Fe-enterobactin and Fe-bacillibactin (integral membrane protein),-,,"SigA,Btr,Fur"
BSU_01630,182370,183323,-1,feuA,953,feuA->ybbA,Inorganic ion transport and metabolism,[SW|ABC transporter] for the siderophores Fe-enterobactin and Fe-bacillibactin (binding protein) [pubmed|28283524],"[SW|ABC transporter]for the siderophores Fe-enterobactin and Fe-bacillibactin (binding protein), with [[protein|5C52DB31F378E49AABE5D937DD901A68F3810477]] as ATPase",-,,"SigA,Btr,Fur"
BSU_01640,183414,185003,-1,btr,1589,btr,Transcription,transcription activator ([SW|AraC family]),"transcriptional activator ([SW|AraC family]), (AraC family DNA-binding domain fused to [[protein|516B13F337FD346B4A4A268E35D1EBABB05957E1]]-like substrate-binding domain), regulation of the [[gene|516B13F337FD346B4A4A268E35D1EBABB05957E1]]-[[gene|57402D137E3D3791CAF0696421224F4E1DC1BA48]]-[[gene|F38F6D4841B3044EA0496B3A1C1D484018BDFEA4]]-[[gene|745167427618C4DA71848F9362043B66BC4E392E]] operon",-,,Fur
BSU_01650,185194,186438,-1,ybbC,1244,murQ->ybbC,Function unknown,unknown,unknown,-,,MurR
BSU_01660,186452,188380,-1,nagZ,1928,murQ->ybbC,Carbohydrate transport and metabolism,N-acetylglucosaminidase,N-acetylglucosaminidase,-,,MurR
BSU_01670,188408,189733,-1,amiE,1325,murQ->ybbC,Defense mechanisms,N-acetylmuramyl-L-alanine amidase,N-acetylmuramyl-L-alanine amidase,-,,MurR
BSU_01680,189790,191157,-1,murP,1367,murQ->ybbC,Carbohydrate transport and metabolism,"N-acetyl muramic acid [[category|SW 1.2.2|PTS]] permease, EIIBC component","N-acetyl muramic acid permease of the [SW|phosphotransferase systems|phosphotransferase system], EIIBC of the [[category|SW 1.2.2|PTS]]",-,,MurR
BSU_01690,191183,192034,-1,murR,851,murQ->ybbC,Transcription,transcriptional repressor,transcriptional repressor of genes required for the utilization of N-acetylmuramic acid,-,,MurR
BSU_01700,192051,192965,-1,murQ,914,murQ->ybbC,Carbohydrate transport and metabolism,N-acetyl-muramic acid-6P etherase,N-acetyl-muramic acid-6P etherase (cleaves lactate from N-acetylmuramic acid),-,,MurR
BSU_01710,193075,193557,-1,ybbJ,482,,"Translation, ribosomal structure and biogenesis",unknown,unknown,-,,
BSU_01720,193570,194025,-1,ybbK,455,,Function unknown,unknown,unknown,-,,
BSU_01730,194849,195412,1,sigW,563,sigW->rsiW,Transcription,[SW|RNA polymerase] ECF-type [SW|sigma factor] SigW,"[SW|RNA polymerase] ECF-type [SW|sigma factor] SigW, required for the adaptation to membrane active agents, activated by alkaline shock and by polymyxin B, vancomycin, cephalosporin C, D-cycloserine, and triton X-100",-,,"SigW,AbrB"
BSU_01740,195426,196052,1,rsiW,626,sigW->rsiW,Transcription,anti-[[protein|3D974DD2967C7F8FD4E3C2AF42617B8AE9F0296D]],anti-[[protein|3D974DD2967C7F8FD4E3C2AF42617B8AE9F0296D]],-,,"SigW,AbrB"
BSU_01750,196213,197034,1,cdaA,821,cdaA->glmS,Function unknown,diadenylate cyclase,"diadenylate cyclase, synthesis of c-di-AMP in vegetative cells",-,,SigA
BSU_01760,197027,198478,1,cdaR,1451,cdaA->glmS,Function unknown,effector protein controlling [[protein|AFE2A9998219162FE32E95628B3CA9071099B61A]] diadenylate cyclase activity,effector protein controlling [[protein|AFE2A9998219162FE32E95628B3CA9071099B61A]] diadenylate cyclase activity,-,,SigA
BSU_01770,198497,199843,1,glmM,1346,cdaA->glmS,Carbohydrate transport and metabolism,"phosphoglucosamine mutase, required for cell wall synthesis","phosphoglucosamine mutase, required for cell wall synthesis",-,,SigA
BSU_01780,200277,202079,1,glmS,1802,cdaA->glmS,Cell wall/membrane/envelope biogenesis,glutamine-fructose-6-phosphate transaminase,glutamine-fructose-6-phosphate transaminase,-,,SigA
BSU_01800,202547,203458,-1,alkA,911,alkA,"Replication, recombination and repair",DNA-3-methyladenine glycosylase,DNA-3-methyladenine glycosylase,-,,"AdaA,SigA"
BSU_01810,203729,204364,1,adaA,635,adaA->adaB,Transcription,trigger enzyme,trigger enzyme,-,,"AdaA,SigA"
BSU_01820,204351,204890,1,adaB,539,adaA->adaB,"Replication, recombination and repair",O6-methylguanine-DNA methyltransferase,O6-methylguanine-DNA methyltransferase,-,,"AdaA,SigA"
BSU_01830,205409,206926,1,ndhF,1517,ndhF->ybcI,Energy production and conversion,NADH dehydrogenase (subunit 5),NADH dehydrogenase (subunit 5),-,,
BSU_01845,206941,209556,1,ybcC,2615,ndhF->ybcI,Function unknown,unknown,unknown,-,,
BSU_01860,209633,210160,1,ybcF,527,ndhF->ybcI,Inorganic ion transport and metabolism,unknown,similar to carbonic anhydrase,-,,
BSU_01870,210224,210514,1,ybcH,290,ndhF->ybcI,Function unknown,unknown,unknown,-,,
BSU_01880,210572,210946,1,ybcI,374,ndhF->ybcI,Function unknown,unknown,unknown,-,,
BSU_01889,211429,211731,1,ybzH,302,ybzH,Transcription,putative transcriptional regulator ([SW|ArsR family]),putative transcriptional regulator ([SW|ArsR family]),-,,
BSU_01890,211859,213031,1,ybcL,1172,ybcL,Amino acid transport and metabolism,unknown,similar to chloramphenicol resistance protein,-,,
BSU_01900,213155,213469,1,ybcM,314,,No COG category,unknown,similar to glucosamine-fructose-6-phosphate aminotransferase,-,,
BSU_01910,213941,214108,1,skfA,167,skfA->skfH,No COG category,spore killing factor,spore killing factor,-,,"Spo0A,SigA,PhoP,AbrB"
BSU_01920,214175,215407,1,skfB,1232,skfA->skfH,No COG category,AdoMet radical sactisynthase,"thioether bond forming radical SAM enzyme, catalyzes the first step in the maturation of [[protein|DDB0022F50999AC52809D651C9CC5A5FDC71302C|spore killing factor]]",-,,"Spo0A,SigA,PhoP,AbrB"
BSU_01935,215404,216894,1,skfC,1490,skfA->skfH,No COG category,unknown,may be involved in spore killing,-,,"Spo0A,SigA,PhoP,AbrB"
BSU_01950,216913,217632,1,skfE,719,skfA->skfH,Defense mechanisms,[SW|ABC transporter] (binding protein),"[SW|ABC transporter] (binding protein), export of the spore killing factor",-,,"Spo0A,SigA,PhoP,AbrB"
BSU_01960,217697,219040,1,skfF,1343,skfA->skfH,Function unknown,ABC transporter (permease),"ABC transporter (permease), export of the spore killing factor",-,,"Spo0A,SigA,PhoP,AbrB"
BSU_01970,219087,219602,1,skfG,515,skfA->skfH,Energy production and conversion,unknown,unknown,-,,"Spo0A,SigA,PhoP,AbrB"
BSU_01980,219607,220032,1,skfH,425,skfA->skfH,Energy production and conversion,unknown,unknown,-,,"Spo0A,SigA,PhoP,AbrB"
BSU_01990,220279,221256,1,ybdG,977,,Function unknown,unknown,unknown,-,,
BSU_02000,221258,221929,1,ybdJ,671,,Signal transduction,two-component response regulator ([SW|OmpR family]),two-component response regulator ([SW|OmpR family]),-,,
BSU_02010,221950,222912,1,ybdK,962,ybdK,Signal transduction,two-component sensor kinase,two-component sensor kinase,-,,ComK
BSU_02019,222971,223234,1,ybzI,263,,No COG category,unknown,unknown,-,,
BSU_02030,223219,223989,-1,prkD,770,,Transcription,protein kinase D,protein kinase D,-,,
BSU_02040,224075,224932,-1,ybdN,857,ybdN,Function unknown,unknown,unknown,-,,AbrB
BSU_02050,225064,226248,1,ybdO,1184,ybdO,Function unknown,unknown,unknown,-,,"SigD,AbrB"
BSU_02060,226566,227954,1,ybxG,1388,ybxG,Amino acid transport and metabolism,unknown,"similar to amino acid permease, putative threonine transporter",-,,
BSU_02070,228066,228314,1,csgA,248,csgA->ybxH,Function unknown,unknown,required for the ability of the germinating spore to resume vegetative growth,-,,"SpoVT,SigG"
BSU_02080,228331,228522,1,ybxH,191,csgA->ybxH,Function unknown,sporulation protein,sporulation protein,-,,"SpoVT,SigG"
BSU_02090,228549,229352,-1,ybxI,803,ybxI,Defense mechanisms,beta-lactamase,beta-lactamase,-,,
BSU_02100,229525,230778,1,cypC,1253,cypC,"Secondary metabolite biosynthesis, transport, and catabolism","fatty acid beta-hydroxylating cytochrome P450, protection against paraquat stress","long chain-fatty acid beta-hydroxylating cytochrome P450, H(2)O(2)-dependent, hydroxylates myristic acid to beta-hydroxymyristic acid, required for protection against paraquat stress",-,,SigB
BSU_02110,230819,231079,-1,ybyB,260,ybyB,Function unknown,unknown,"general stress protein, survival of ethanol  stress",-,,SigB
BSU_02120,231348,232967,1,ybeC,1619,ybeC,Amino acid transport and metabolism,unknown,similar to amino acid transporter,-,,
BSU_02130,233014,233895,-1,glpQ,881,"glpT->glpQ, glpQ",Energy production and conversion,glycerolphosphate diester phosphodiesterase,"glycerolphosphate diester phosphodiesterase, degrades wall teichoic acid during phosphate starvation",-,,"SigA,GlpP,PhoP,CcpA"
BSU_02140,233994,235328,-1,glpT,1334,glpT->glpQ,Carbohydrate transport and metabolism,glycerol-3-phosphate permease,glycerol-3-phosphate permease,-,,"SigA,GlpP,PhoP,CcpA"
BSU_02150,235625,235873,1,ybeF,248,ybeF->ybfB,Function unknown,unknown,unknown,-,,
BSU_02160,235965,236882,1,ybfA,917,"ybeF->ybfB, ybfA->ybfB",Transcription,unknown,unknown,-,,
BSU_02170,236879,238129,1,ybfB,1250,"ybeF->ybfB, ybfA->ybfB",Carbohydrate transport and metabolism,unknown,putative transporter,-,,
BSU_02180,238164,238448,-1,ybfE,284,ybfG->ybfE,No COG category,unknown,unknown,-,,
BSU_02190,238644,239555,-1,ybfF,911,ybfG->ybfE,No COG category,unknown,unknown,-,,
BSU_02200,239644,241842,-1,ybfG,2198,ybfG->ybfE,Cell wall/membrane/envelope biogenesis,putative pepdidoglycan binding protein,putative pepdidoglycan binding protein,-,,
BSU_02210,241917,242837,-1,ybfH,920,ybfI->ybfH,Amino acid transport and metabolism,unknown,unknown,-,,
BSU_02220,242834,243661,-1,ybfI,827,ybfI->ybfH,Transcription,unknown,similar to transcription factor ([SW|AraC family]),-,,
BSU_02230,243892,245046,1,purT,1154,purT,Nucleotide transport and metabolism,phosphoribosylglycinamide formyltransferase 2,phosphoribosylglycinamide formyltransferase 2,-,,SigA
BSU_02240,245190,246131,1,mpr,941,mpr->ybfJ,No COG category,extracellular metalloprotease,extracellular metalloprotease,-,,CodY
BSU_02250,246094,246492,1,ybfJ,398,mpr->ybfJ,No COG category,unknown,unknown,-,,CodY
BSU_02260,246658,247548,1,ybfK,890,ybfK->psd,Function unknown,carboxylesterase NP,carboxylesterase NP,-,,"SigA,SigX"
BSU_02270,247744,248277,1,pssA,533,ybfK->psd,Lipid transport and metabolism,phosphatidylserine synthase,phosphatidylserine synthase,-,,"SigA,SigX"
BSU_02280,248268,248756,1,ybfM,488,ybfK->psd,Function unknown,unknown,similar to alkaline phosphatase,-,,"SigA,SigX"
BSU_02290,248749,249540,1,psd,791,ybfK->psd,Lipid transport and metabolism,phosphatidylserine decarboxylase,phosphatidylserine decarboxylase,-,,"SigA,SigX"
BSU_02300,249595,249873,1,ybfN,278,,No COG category,unknown,unknown,-,,
BSU_02310,249979,251319,1,ybfO,1340,"ybfO->ybfQ, ybfO->ybfP, ybfO",Function unknown,unknown,similar to erythromycin esterase,-,,"SigW,AbrB"
BSU_02320,251427,252314,1,ybfP,887,"ybfO->ybfQ, ybfO->ybfP",Transcription,unknown,similar to transcription factor ([SW|AraC family]),-,,"SigW,AbrB"
BSU_02330,252514,253482,1,ybfQ,968,ybfO->ybfQ,Function unknown,unknown,unknown,-,,"SigW,AbrB"
BSU_02340,253518,254762,-1,gltP,1244,gltP,Energy production and conversion,similar to H<sup>+</sup>/glutamate symporter,"similar to H<sup>+</sup>/glutamate symporter, minor glyphosate transporter",-,,
BSU_02350,254907,256802,-1,gamP,1895,gamA->gamP,Carbohydrate transport and metabolism,"glucosamine-specific [[category|SW 1.2.2|PTS]], EIICBA","glucosamine-specific permease of the [SW|phosphotransferase systems|phosphotransferase system], EIICBA of the [[category|SW 1.2.2|PTS]]",-,,"SigA,GamR"
BSU_02360,256823,257572,-1,gamA,749,gamA->gamP,Carbohydrate transport and metabolism,glucosamine-6-phosphate deaminase,glucosamine-6-phosphate deaminase,-,,"SigA,GamR"
