,gene_name,start,length,operon,gene_product,regulator
cspB,cspB,216.0,216.0,cspB,Transcription,[]
ygeR,ygeR,756.0,756.0,ygeR,Cell wall/membrane/envelope biogenesis,[]
nhaA,nhaA,1167.0,1167.0,nhaAR,Inorganic ion transport and metabolism,"['h-NS', 'nhaR', 'rpoD', 'rpoS', 'ydcI']"
rrfE,rrfE,0.0,0.0,rrfE,rRNA,[]
agaS,agaS,1155.0,1155.0,agaS-kbaY-agaBCDI,Cell wall/membrane/envelope biogenesis,"['agaR', 'rpoD']"
fepD,fepD,1005.0,1005.0,fepDGC,Inorganic ion transport and metabolism,"['fur', 'rpoD']"
fdrA,fdrA,1668.0,1668.0,fdrA-ylbEF-ybcF,Energy production and conversion,[]
rrlB,rrlB,0.0,0.0,rrlB,rRNA,[]
inaA,inaA,651.0,651.0,inaA,Signal transduction mechanisms,"['marA', 'rob', 'rpoD', 'soxS']"
ycfT,ycfT,1074.0,1074.0,ycfT,Function unknown,[]
ahpC,ahpC,564.0,564.0,ahpCF,"Posttranslational modification, protein turnover, chaperones","['metJ', 'oxyR', 'rpoD']"
rrlE,rrlE,0.0,0.0,rrlE,rRNA,[]
pdxB,pdxB,1137.0,1137.0,pdxB-usg-truA-dedA,Amino acid transport and metabolism,['nac']
potA,potA,1137.0,1137.0,potABCD,Amino acid transport and metabolism,['fnr']
yccE,yccE,1257.0,1257.0,yccE,No COG Annotation,['rpoH']
yidX,yidX,657.0,657.0,yidX,Function unknown,[]
nudF,nudF,630.0,630.0,nudF-yqiB-cpdA-yqiA-parE,Nucleotide transport and metabolism,['nac']
znuA,znuA,933.0,933.0,znuA,Inorganic ion transport and metabolism,"['oxyR', 'rpoS', 'zur']"
araB,araB,1701.0,1701.0,araBAD,Carbohydrate transport and metabolism,"['araC', 'crp', 'rpoD']"
yieH,yieH,666.0,666.0,yieH,Function unknown,['nac']
yqjH,yqjH,765.0,765.0,yqjH,Inorganic ion transport and metabolism,"['fur', 'rpoD', 'yqjI']"
yfhB,yfhB,612.0,612.0,yfhB,Function unknown,[]
glnA,glnA,1410.0,1410.0,glnALG,Amino acid transport and metabolism,"['crp', 'fis', 'ntrC', 'rpoD', 'rpoN']"
fabR,fabR,648.0,648.0,fabR-yijD,Transcription,['arcA']
map,map,795.0,795.0,map-glnD-dapD,"Translation, ribosomal structure and biogenesis","['fur', 'nac']"
yrbF,mlaF,810.0,810.0,mlaFEDCB,"Secondary metabolites biosynthesis, transport and catabolism",[]
ligB,ligB,1683.0,1683.0,ligB,"Replication, recombination and repair",[]
grpE,grpE,594.0,594.0,grpE,"Posttranslational modification, protein turnover, chaperones","['crp', 'rpoH']"
tesB,tesB,861.0,861.0,tesB,Lipid transport and metabolism,[]
clpS,clpS,321.0,321.0,clpS,"Posttranslational modification, protein turnover, chaperones","['arcA', 'crp', 'oxyR']"
araD,araD,696.0,696.0,araBAD,Carbohydrate transport and metabolism,"['araC', 'crp', 'rpoD']"
spy,spy,486.0,486.0,spy,Cell motility,"['baeR', 'cpxR', 'rpoD']"
ribA,ribA,591.0,591.0,ribA,Coenzyme transport and metabolism,"['rpoD', 'soxS']"
ycaD,ycaD,1149.0,1149.0,ycaD,Carbohydrate transport and metabolism,[]
gpp,gpp,1485.0,1485.0,gpp,Nucleotide transport and metabolism,[]
ydjF,ydjF,759.0,759.0,ydjF,Transcription,[]
vacJ,mlaA,756.0,756.0,mlaA,Cell wall/membrane/envelope biogenesis,[]
ycaK,ycaK,591.0,591.0,ycaK,Function unknown,[]
polB,polB,2352.0,2352.0,polB,"Replication, recombination and repair","['lexA', 'rpoD']"
ydjL,ydjL,1077.0,1077.0,ydjLKJIHG,Amino acid transport and metabolism,[]
rluD,rluD,981.0,981.0,rluD-pgeF,"Translation, ribosomal structure and biogenesis",[]
ycaP,ycaP,693.0,693.0,ycaP,Function unknown,[]
uvrD,uvrD,2163.0,2163.0,uvrD,"Replication, recombination and repair","['lexA', 'rpoD']"
rrmA,rrmA,807.0,807.0,rrmA,rRNA,[]
rfaH,rfaH,489.0,489.0,rfaH,Transcription,[]
ftsQ,ftsQ,831.0,831.0,mraZ-rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,Cell wall/membrane/envelope biogenesis,"['lexA', 'lrp', 'mraZ', 'pdhR', 'rpoD', 'rpoS', 'sdiA']"
dnaK,dnaK,1917.0,1917.0,dnaK-tpke11-dnaJ,"Posttranslational modification, protein turnover, chaperones","['rpoH', 'ybiH']"
proQ,proQ,699.0,699.0,proQ-prc,Signal transduction mechanisms,[]
glgS,glgS,201.0,201.0,glgS,Carbohydrate transport and metabolism,"['crp', 'rpoS']"
ycdC,ycdC,639.0,639.0,rutR,Transcription,[]
gmk,gmk,624.0,624.0,gmk,Nucleotide transport and metabolism,"['nac', 'rpoD']"
pphA,pphA,657.0,657.0,pphA,Signal transduction mechanisms,['rpoH']
rpiA,rpiA,660.0,660.0,rpiA,Carbohydrate transport and metabolism,[]
yfdV,yfdV,945.0,945.0,yfdX-frc-oxc-yfdVE,Function unknown,"['evgA', 'rpoD', 'yeiE']"
yncD,yncD,2103.0,2103.0,yncD,Inorganic ion transport and metabolism,['arcA']
yafT,yafT,786.0,786.0,yafT,Function unknown,['fnr']
glcB,glcB,2172.0,2172.0,glcDEFGBA,Energy production and conversion,"['arcA', 'crp', 'glcC', 'ihf', 'nac', 'pdhR', 'rpoD']"
yfdU,yfdU,1695.0,1695.0,yfdX-frc-oxc-yfdVE,Amino acid transport and metabolism,[]
yneI,yneI,1014.0,1014.0,tsaD,"Posttranslational modification, protein turnover, chaperones",[]
yafJ,yafJ,768.0,768.0,yafJ,Function unknown,[]
rpe,rpe,678.0,678.0,aroKB-damX-dam-rpe-gph-trpS,Carbohydrate transport and metabolism,"['argR', 'rpoD']"
fryB,fryB,327.0,327.0,fryBC-ypdFE-fryA,Carbohydrate transport and metabolism,[]
b0257,insN_1,258.0,258.0,insN_1,No COG Annotation,[]
ydiP,ydiP,912.0,912.0,ydiP,Transcription,[]
ucpA,ucpA,792.0,792.0,ucpA,Function unknown,['crp']
gntR,gntR,996.0,996.0,gntRKU,Transcription,['rpoD']
yagG,yagG,1383.0,1383.0,yagGH,Carbohydrate transport and metabolism,[]
yeaM,yeaM,822.0,822.0,nimR,Transcription,['nimR']
eutN,eutN,288.0,288.0,eutNEJG,Amino acid transport and metabolism,[]
tpiA,tpiA,768.0,768.0,tpiA,Carbohydrate transport and metabolism,"['cra', 'rpoD', 'rpoS']"
ygeX,ygeX,1197.0,1197.0,ygeX,Amino acid transport and metabolism,['nac']
yeaT,dmlR,924.0,924.0,dmlR,Transcription,[]
ykfI,ykfI,342.0,342.0,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,Function unknown,['fliA']
yedW,yedW,672.0,672.0,hprRS,Signal transduction mechanisms,[]
der,der,1473.0,1473.0,bamB-der,Function unknown,"['rpoE', 'yeiE']"
yggG,yggG,0.0,0.0,M48,Membrane associated protein,[]
ppdD,ppdD,441.0,441.0,ppdD-hofBC,"Intracellular trafficking, secretion, and vesicular transport","['crp', 'rpoD']"
yaaJ,yaaJ,1431.0,1431.0,yaaJ,Amino acid transport and metabolism,[]
fliC,fliC,1497.0,1497.0,fliC,Cell motility,"['fliA', 'gadE', 'h-NS', 'matA']"
yfgA,yfgA,1014.0,1014.0,rodZ,Function unknown,[]
acnB,acnB,2598.0,2598.0,acnB,Energy production and conversion,"['arcA', 'cra', 'crp', 'fis', 'rpoD']"
yadN,yadN,585.0,585.0,yadN,No COG Annotation,[]
icd,icd,1251.0,1251.0,icd,Energy production and conversion,"['arcA', 'cra', 'rpoD']"
fsr,fsr,1221.0,1221.0,fsr,Carbohydrate transport and metabolism,[]
fumB,fumB,1647.0,1647.0,dcuB-fumB,Energy production and conversion,"['arcA', 'crp', 'dcuR', 'fis', 'fnr', 'fur', 'lrp', 'narL', 'rpoD']"
ybgI,ybgI,744.0,744.0,ybgI-pxpBCA-nei,Function unknown,[]
yegT,yegT,1278.0,1278.0,yegTUV,Carbohydrate transport and metabolism,[]
ynfL,ynfL,894.0,894.0,ynfL,Transcription,[]
ykfG,ykfG,477.0,477.0,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,"Replication, recombination and repair",['fliA']
lit,lit,894.0,894.0,lit,"Cell cycle control, cell division, chromosome partitioning",[]
ydhB,ydhB,933.0,933.0,ydhB,Transcription,[]
ycgJ,ycgJ,369.0,369.0,ycgJ,Function unknown,['nac']
yjfQ,yjfQ,0.0,0.0,yjfQ,"Êregulator of the operon yjfS-X , reported to be involved in L-ascorbate metabolism",[]
ribE,ribE,471.0,471.0,nrdR-ribDE-nusB-thiL-pgpA,Coenzyme transport and metabolism,"['lrp', 'nac', 'rpoD', 'rpoH']"
ybhD,ybhD,954.0,954.0,ybhD,Transcription,['yddM']
ycgL,ycgL,294.0,294.0,ycgL,Function unknown,[]
ytfE,ytfE,663.0,663.0,ytfE,"Cell cycle control, cell division, chromosome partitioning","['fnr', 'narL', 'narP', 'nsrR']"
kdgR,kdgR,792.0,792.0,kdgR,Transcription,[]
ynfB,ynfB,342.0,342.0,ynfB-speG,Function unknown,"['gadX', 'nac']"
ydbH,ydbH,2640.0,2640.0,ydbH-ynbE-ydbL,Function unknown,['yheO']
ytfF,ytfF,966.0,966.0,ytfF,Function unknown,[]
yabN,sgrR,1656.0,1656.0,sgrR-sroA-tbpA-thiPQ,Function unknown,[]
rstA,rstA,720.0,720.0,rstAB,Signal transduction mechanisms,"['arcA', 'phoP']"
nhoA,nhoA,846.0,846.0,nhoA,"Secondary metabolites biosynthesis, transport and catabolism",['soxS']
ytfL,ytfL,1344.0,1344.0,ytfL,Inorganic ion transport and metabolism,['yddM']
yebA,mepM,1323.0,1323.0,mepM,Cell wall/membrane/envelope biogenesis,[]
slyB,slyB,468.0,468.0,slyB,Cell wall/membrane/envelope biogenesis,"['fnr', 'phoP']"
ydeJ,ydeJ,519.0,519.0,ydeJ,Function unknown,"['fnr', 'nac', 'rpoD']"
greA,greA,477.0,477.0,greA,Transcription,"['rpoD', 'rpoE']"
ymdE,ymdE,342.0,342.0,ymdE-ycdU,No COG Annotation,[]
ybeL,ybeL,483.0,483.0,ybeL,Function unknown,[]
torY,torY,1101.0,1101.0,torYZ,Energy production and conversion,[]
smf_2,smf_2,0.0,0.0,smf_2,Function unknown,[]
sraB,sraB,0.0,0.0,sraB,RNA,[]
sodA,sodA,621.0,621.0,sodA,Inorganic ion transport and metabolism,"['arcA', 'crp', 'fnr', 'fur', 'ihf', 'marA', 'oxyR', 'rob', 'rpoD', 'soxR', 'soxS']"
yaiN,yaiN,0.0,0.0,frm,degradation of formaldehyde,[]
fkpA,fkpA,813.0,813.0,fkpA,"Posttranslational modification, protein turnover, chaperones",['rpoE']
ycfR,ycfR,0.0,0.0,ycfR,chlorine-based oxidative stress,[]
rhaB,rhaB,1470.0,1470.0,rhaBAD,Carbohydrate transport and metabolism,"['crp', 'rhaS', 'rpoD']"
yeeX,yeeX,330.0,330.0,yeeX,Function unknown,['cra']
rfaQ,rfaQ,1035.0,1035.0,rirA-waaQGPSBOJYZU,Cell wall/membrane/envelope biogenesis,[]
ymfI,ymfI,342.0,342.0,ymfI,No COG Annotation,[]
ycjG,ycjG,966.0,966.0,ycjG,Cell wall/membrane/envelope biogenesis,"['arcA', 'pgrR']"
yeeE,yeeE,1059.0,1059.0,yeeED,Function unknown,['lrp']
ftsJ,ftsJ,627.0,627.0,rlmE-ftsH,"Translation, ribosomal structure and biogenesis",[]
ycgI,ycgI,108.0,108.0,ycgI_1,No COG Annotation,[]
marR,marR,435.0,435.0,marRAB,Transcription,"['acrR', 'cpxR', 'cra', 'crp', 'fis', 'marA', 'marR', 'nac', 'rob', 'rpoD', 'soxS']"
wcaJ,wcaJ,1395.0,1395.0,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,Cell wall/membrane/envelope biogenesis,['nac']
ftsY,ftsY,1494.0,1494.0,ftsYEX,"Intracellular trafficking, secretion, and vesicular transport",[]
ymgE,ymgE,255.0,255.0,ymgE,Function unknown,[]
aceB,aceB,1602.0,1602.0,aceBAK,Energy production and conversion,"['arcA', 'cra', 'crp', 'iclR', 'ihf', 'lrp', 'rpoD']"
uspB,uspB,336.0,336.0,uspB,Function unknown,"['fnr', 'gadX', 'ihf', 'nac', 'rpoS']"
katE,katE,2262.0,2262.0,katE,Inorganic ion transport and metabolism,"['fis', 'fur', 'rpoS']"
yiiR,yiiR,441.0,441.0,yiiR,Function unknown,[]
yfjM,yfjM,264.0,264.0,yfjM,Function unknown,[]
kefG,kefG,555.0,555.0,kefGB-yheV,Function unknown,[]
evgA,evgA,615.0,615.0,evgAS,Signal transduction mechanisms,"['evgA', 'h-NS', 'rpoD', 'rpoS']"
nudC,nudC,774.0,774.0,nudC-hemE-nfi,"Replication, recombination and repair",[]
envY,envY,762.0,762.0,envY-ompT,Transcription,['nac']
yjjK,yjjK,1668.0,1668.0,ettA,Function unknown,[]
ypjD,ypjD,792.0,792.0,ypjD,"Posttranslational modification, protein turnover, chaperones",[]
rimJ,rimJ,585.0,585.0,rimJ,"Translation, ribosomal structure and biogenesis",[]
dhaM,dhaM,1419.0,1419.0,dhaKLM,Carbohydrate transport and metabolism,"['arcA', 'dhaR', 'fnr', 'lrp', 'rpoS']"
racC,racC,276.0,276.0,racC,No COG Annotation,[]
yqcD,yqcD,849.0,849.0,queF,tRNA-queuosine biosynthesis,[]
rpsU,rpsU,216.0,216.0,rpsU-dnaG-rpoD,"Translation, ribosomal structure and biogenesis","['arcA', 'crp', 'lexA', 'rpoD']"
speF,speF,2199.0,2199.0,speF-potE,Amino acid transport and metabolism,['yeiE']
ybaL,ybaL,1677.0,1677.0,ybaL,Inorganic ion transport and metabolism,['nac']
nfnB,nfnB,651.0,651.0,nfnB,nitroreductase,[]
rrnC,rrnC,0.0,0.0,rrnC,tRNA,[]
ykgF,ykgF,1428.0,1428.0,ykgEFG,Energy production and conversion,['lrp']
zitB,zitB,942.0,942.0,zitB,Inorganic ion transport and metabolism,[]
sodC,sodC,522.0,522.0,sodC,Inorganic ion transport and metabolism,"['rpoS', 'yeiE']"
dgoR,dgoR,690.0,690.0,dgoRKADT,Transcription,[]
yajC,yajC,333.0,333.0,tgt-yajC-secDF,"Intracellular trafficking, secretion, and vesicular transport",[]
sapA,sapA,1644.0,1644.0,sapABCDF,Amino acid transport and metabolism,[]
yaiX,yaiX,282.0,282.0,yaiX_1,No COG Annotation,[]
yieG,yieG,1338.0,1338.0,adeP,Function unknown,[]
ybaT,ybaT,1293.0,1293.0,glsA-ybaT,Amino acid transport and metabolism,"['gadW', 'gadX']"
mglB,mglB,999.0,999.0,mglBAC,Carbohydrate transport and metabolism,"['arcA', 'crp', 'flhD;flhC', 'galR', 'galS', 'nac', 'rpoD', 'rpoS']"
pmrD,pmrD,267.0,267.0,pmrD,Signal transduction mechanisms,[]
yihU,yihU,897.0,897.0,yihUTS,Lipid transport and metabolism,['csqR']
yafN,yafN,294.0,294.0,dinB-yafNOP,"Cell cycle control, cell division, chromosome partitioning","['lexA', 'nac', 'rpoD', 'rpoS']"
nupX,nupX,1251.0,1251.0,nupX,Nucleotide transport and metabolism,[]
hscB,hscB,516.0,516.0,hscBA-fdx-iscX,"Posttranslational modification, protein turnover, chaperones",['rpoD']
yiiQ,yiiQ,600.0,600.0,yiiQ,Function unknown,[]
yjaH,yjaH,696.0,696.0,yjaH,Function unknown,[]
yeiM,psuT,1251.0,1251.0,psuT,Nucleotide transport and metabolism,[]
yjgH,yjgH,396.0,396.0,yjgH,"Translation, ribosomal structure and biogenesis",[]
ptsA,frwA,2502.0,2502.0,ptsA-fsaB-gldA,Carbohydrate transport and metabolism,[]
ydhO,ydhO,816.0,816.0,mepH,Cell wall/membrane/envelope biogenesis,[]
dinG,dinG,2151.0,2151.0,dinG-ybiB,"Replication, recombination and repair","['lexA', 'rpoD', 'yafC']"
yjgR,yjgR,1503.0,1503.0,yjgR,Function unknown,[]
gntP,gntP,1344.0,1344.0,gntP,Amino acid transport and metabolism,"['crp', 'oxyR', 'rpoD', 'uxuR']"
osmC,osmC,432.0,432.0,osmC,"Posttranslational modification, protein turnover, chaperones","['h-NS', 'lrp', 'nhaR', 'rcsB', 'rpoD', 'rpoS']"
xthA,xthA,807.0,807.0,xthA,"Replication, recombination and repair","['arcA', 'ntrC', 'rpoS']"
yjhU,yjhU,987.0,987.0,yjhU,Transcription,[]
ydcJ,ydcJ,1344.0,1344.0,ydcJ,Function unknown,['nac']
flk,flk,996.0,996.0,flk,Cell motility,[]
sppA,sppA,1857.0,1857.0,sppA,"Posttranslational modification, protein turnover, chaperones",[]
mltD,mltD,1359.0,1359.0,mltD,Cell wall/membrane/envelope biogenesis,[]
rssA,rssA,906.0,906.0,rssAB,Function unknown,['rpoS']
tolC,tolC,1482.0,1482.0,tolC-ygiABC,Cell wall/membrane/envelope biogenesis,"['marA', 'phoP', 'rob', 'rpoS', 'soxS']"
purT,purT,1179.0,1179.0,purT,Nucleotide transport and metabolism,['purR']
fldA,fldA,531.0,531.0,fldA-uof-fur,Energy production and conversion,['soxS']
ompW,ompW,639.0,639.0,ompW,Cell wall/membrane/envelope biogenesis,"['arcA', 'crp', 'fnr', 'narL']"
yhhF,yhhF,597.0,597.0,rsmD-yhhL,"Replication, recombination and repair",[]
ung,ung,690.0,690.0,ung,"Replication, recombination and repair","['cpxR', 'fnr']"
sseB,sseB,777.0,777.0,sseB,Function unknown,[]
pflA,pflA,741.0,741.0,pflA,"Posttranslational modification, protein turnover, chaperones",['rpoD']
yaeH,yaeH,387.0,387.0,yaeH,Function unknown,[]
uspA,uspA,435.0,435.0,uspA,Signal transduction mechanisms,"['fadR', 'fnr', 'gadX', 'ihf', 'rpoD']"
pepB,pepB,1284.0,1284.0,pepB,Amino acid transport and metabolism,[]
narZ,narZ,3741.0,3741.0,narZYWV,Energy production and conversion,[]
ykfA,ykfA,864.0,864.0,ykfA-yafZ,Function unknown,[]
ecfI,yidQ,333.0,333.0,yidQ,Function unknown,[]
yfhG,yfhG,714.0,714.0,qseG,Function unknown,[]
yigI,yigI,468.0,468.0,yigI,"Secondary metabolites biosynthesis, transport and catabolism","['arcA', 'nac']"
yagI,yagI,759.0,759.0,xynR,Transcription,['fur']
yhdJ,yhdJ,885.0,885.0,yhdJ,"Replication, recombination and repair",[]
yfhK,yfhK,1428.0,1428.0,glrK,Signal transduction mechanisms,[]
rhtB,rhtB,621.0,621.0,rhtB,Amino acid transport and metabolism,[]
yadC,yadC,1239.0,1239.0,yadMLKC,"Intracellular trafficking, secretion, and vesicular transport",[]
b3218,insH10,1017.0,1017.0,insH-10,"Replication, recombination and repair",[]
b2639,b2639,0.0,0.0,b2639,Function unknown,[]
hemB,hemB,975.0,975.0,hemB,Coenzyme transport and metabolism,['rpoD']
kefF,kefF,531.0,531.0,kefFC,Function unknown,[]
serW,serW,0.0,0.0,serW,tRNA-serine,[]
entD,entD,621.0,621.0,fepA-entD,"Secondary metabolites biosynthesis, transport and catabolism","['crp', 'fur', 'rpoD']"
luxS,luxS,516.0,516.0,luxS,Signal transduction mechanisms,"['rpoS', 'uvrY']"
dusB,dusB,966.0,966.0,dusB-fis,"Translation, ribosomal structure and biogenesis","['crp', 'fis', 'ihf', 'rpoD']"
hepA,hepA,2907.0,2907.0,rapA-rluA,"Replication, recombination and repair",[]
lipA,lipA,966.0,966.0,lipA,Coenzyme transport and metabolism,['yheO']
recX,recX,501.0,501.0,recAX,Function unknown,"['lexA', 'rpoD']"
ribC,ribC,642.0,642.0,ribC,Coenzyme transport and metabolism,[]
pcnB,pcnB,1398.0,1398.0,pcnB-folK,"Translation, ribosomal structure and biogenesis","['rpoD', 'rpoS']"
lipB,lipB,642.0,642.0,ybeD-lipB,Coenzyme transport and metabolism,"['rpoD', 'rpoH']"
rhsA,rhsA,4134.0,4134.0,rhsA-yibA,Cell wall/membrane/envelope biogenesis,['ybaQ']
thiL,thiL,978.0,978.0,nrdR-ribDE-nusB-thiL-pgpA,Coenzyme transport and metabolism,"['nac', 'rpoD', 'rpoH']"
sufI,sufI,1413.0,1413.0,ftsP,"Secondary metabolites biosynthesis, transport and catabolism",[]
ynfK,ynfK,696.0,696.0,mlc-ynfK,Coenzyme transport and metabolism,"['crp', 'fnr', 'mlc', 'rpoD', 'rpoH']"
ygcU,ygcU,1455.0,1455.0,ygcU,Energy production and conversion,[]
gst,gst,627.0,627.0,gstB,"Posttranslational modification, protein turnover, chaperones",[]
tyrV,tyrV,0.0,0.0,tyrV,tRNA-tyrosine,[]
intF,intF,1401.0,1401.0,intF,"Replication, recombination and repair",[]
ygdL,ygdL,807.0,807.0,tcdA,Coenzyme transport and metabolism,[]
nrdB,nrdB,1131.0,1131.0,nrdAB-yfaE,Nucleotide transport and metabolism,"['argP', 'crp', 'dnaA', 'fis', 'fnr', 'h-NS', 'nrdR', 'rpoD']"
cysT,cysT,834.0,834.0,cysPUWAM,Inorganic ion transport and metabolism,[]
leuA,leuA,1572.0,1572.0,leuLABCD,Amino acid transport and metabolism,"['arcA', 'leu-tRNA', 'leuO', 'lrp', 'nac', 'rpoD']"
sthA,sthA,1401.0,1401.0,sthA,Energy production and conversion,['arcA']
hdfR,hdfR,840.0,840.0,hdfR,Transcription,"['h-NS', 'rpoS']"
hisJ,hisJ,783.0,783.0,argT-hisJQMP,Amino acid transport and metabolism,"['arcA', 'argR', 'h-NS', 'ntrC', 'rpoD', 'rpoN']"
rsd,rsd,477.0,477.0,rsd,Transcription,"['nac', 'rpoD', 'rpoS']"
cysD,cysD,909.0,909.0,cysDNC,Inorganic ion transport and metabolism,"['cysB', 'rpoD']"
yphF,yphF,984.0,984.0,yphFED,Carbohydrate transport and metabolism,[]
hlyE,hlyE,912.0,912.0,hlyE,"Cell cycle control, cell division, chromosome partitioning","['crp', 'fis', 'fnr', 'h-NS', 'slyA']"
yegW,yegW,747.0,747.0,yegW,Transcription,[]
plsB,plsB,2424.0,2424.0,plsB,Lipid transport and metabolism,['rpoE']
ushA,ushA,1653.0,1653.0,ushA,Nucleotide transport and metabolism,[]
yiiU,yiiU,246.0,246.0,zapB,Function unknown,[]
yehD,yehD,543.0,543.0,yehDCBA,Function unknown,[]
yjeK,yjeK,1029.0,1029.0,epmB,Amino acid transport and metabolism,[]
ynfM,ynfM,1254.0,1254.0,ynfM,Carbohydrate transport and metabolism,[]
araC,araC,879.0,879.0,araC,Transcription,"['araC', 'crp', 'rpoD', 'xylR']"
yehZ,yehZ,918.0,918.0,osmF-yehYXW,Amino acid transport and metabolism,[]
ytfB,ytfB,639.0,639.0,ytfB,Cell wall/membrane/envelope biogenesis,[]
mdtK,mdtK,1374.0,1374.0,mdtK,Defense mechanisms,[]
gltB,gltB,4461.0,4461.0,gltBDF,Amino acid transport and metabolism,"['adiY', 'arcA', 'argR', 'crp', 'fnr', 'fur', 'gadE', 'hdfR', 'ihf', 'lrp', 'nac', 'rpoD']"
yeiC,yeiC,942.0,942.0,psuKG,Carbohydrate transport and metabolism,[]
msrA,msrA,639.0,639.0,msrA,"Posttranslational modification, protein turnover, chaperones","['fis', 'nac']"
yebQ,yebQ,1374.0,1374.0,yebQ,Inorganic ion transport and metabolism,['nac']
dnaJ,dnaJ,1131.0,1131.0,dnaK-tpke11-dnaJ,"Posttranslational modification, protein turnover, chaperones",['rpoH']
yciT,yciT,750.0,750.0,yciZT,Transcription,"['lrp', 'rpoS']"
yjgA,yjgA,552.0,552.0,yjgA,Function unknown,[]
setA,setA,1179.0,1179.0,sgrST-setA,Carbohydrate transport and metabolism,"['cra', 'rpoD', 'rpoS', 'sgrR']"
groE,groE,0.0,0.0,Gro,"Posttranslational modification, protein turnover, chaperones",[]
ydcR,ydcR,1407.0,1407.0,ydcR,Transcription,[]
ppiC,ppiC,282.0,282.0,ppiC,"Posttranslational modification, protein turnover, chaperones",['nac']
selC,selC,0.0,0.0,selC,tRNA,[]
stfR,stfR,3363.0,3363.0,lomR_2-stfR-tfaR,Function unknown,['nac']
racR,racR,477.0,477.0,racR,Transcription,[]
lexA,lexA,609.0,609.0,lexA-dinF,Transcription,"['lexA', 'rpoD']"
ynbA,ynbA,606.0,606.0,ynbABCD,Lipid transport and metabolism,['rcsB;bglJ']
rpsB,rpsB,726.0,726.0,tff-rpsB-tsf,"Translation, ribosomal structure and biogenesis","['nac', 'rpoD']"
uxuA,uxuA,1185.0,1185.0,uxuAB,Carbohydrate transport and metabolism,"['crp', 'exuR', 'fur', 'oxyR', 'rpoD', 'uxuR']"
ydcG,ydcG,0.0,0.0,ydcG,Function unknown,[]
yfcG,yfcG,648.0,648.0,yfcG,"Posttranslational modification, protein turnover, chaperones",[]
lacY,lacY,1254.0,1254.0,lacZYA,Carbohydrate transport and metabolism,"['crp', 'h-NS', 'lacI', 'rpoD', 'yeiE']"
ygeA,ygeA,693.0,693.0,araE-ygeA,Amino acid transport and metabolism,"['araC', 'crp', 'rpoD']"
ydcM,ydcM,1149.0,1149.0,insQ,"Replication, recombination and repair",[]
ecfE,ecfE,1353.0,1353.0,rseP,Cell wall/membrane/envelope biogenesis,[]
araJ,araJ,1185.0,1185.0,araJ,Carbohydrate transport and metabolism,"['araC', 'crp', 'rpoD']"
bacA,bacA,822.0,822.0,bacA,Defense mechanisms,"['cpxR', 'rpoE']"
thiC,thiC,1896.0,1896.0,thiCEFSGH,Coenzyme transport and metabolism,"['TPP', 'arcA']"
yaiW,yaiW,1095.0,1095.0,sbmA-yaiW,Function unknown,"['cpxR', 'rpoE']"
yajR,yajR,1365.0,1365.0,yajR,Carbohydrate transport and metabolism,[]
yoaD,yoaD,1599.0,1599.0,pdeD,Signal transduction mechanisms,[]
yfbM,yfbM,504.0,504.0,yfbM,Function unknown,['arcA']
yhjX,yhjX,1209.0,1209.0,yhjX,No COG Annotation,"['arcA', 'rpoD', 'ypdB']"
yafZ,yafZ,822.0,822.0,ykfA-yafZ,Function unknown,[]
menD,menD,1671.0,1671.0,menFDHBCE,Coenzyme transport and metabolism,[]
yqfA,yqfA,660.0,660.0,yqfA,Function unknown,[]
nrdH,nrdH,246.0,246.0,nrdHIEF,"Posttranslational modification, protein turnover, chaperones","['cra', 'fur', 'iscR', 'nrdR', 'rpoD']"
argQ,argQ,444.0,444.0,argQ,ÊL-arginine biosynthesis,[]
menF,menF,1296.0,1296.0,menFDHBCE,Coenzyme transport and metabolism,[]
ygfF,ygfF,744.0,744.0,ygfF,Function unknown,[]
aceK,aceK,1737.0,1737.0,aceBAK,Signal transduction mechanisms,"['arcA', 'cra', 'crp', 'iclR', 'ihf', 'lrp', 'rpoD']"
argZ,argZ,0.0,0.0,argZ,tRNA-Arg,[]
folC,folC,1269.0,1269.0,folC-dedD,Coenzyme transport and metabolism,[]
ycjZ,ycjZ,966.0,966.0,ycjZ,Trascriptional regulator,[]
aphA,aphA,714.0,714.0,aphA,Function unknown,[]
mutS,mutS,2562.0,2562.0,mutS,"Replication, recombination and repair",['rpoS']
hrpB,hrpB,2430.0,2430.0,hrpB,"Replication, recombination and repair",[]
fes,fes,1203.0,1203.0,fes-ybdZ-entF-fepE,Inorganic ion transport and metabolism,"['fnr', 'fur', 'h-NS', 'rpoD']"
yhiI,yhiI,1068.0,1068.0,yhiI-rbbA-yhhJ,"Intracellular trafficking, secretion, and vesicular transport",['arcA']
mutH,mutH,690.0,690.0,mutH,"Replication, recombination and repair",[]
seqA,seqA,546.0,546.0,seqA-pgm,"Replication, recombination and repair",['hU']
cmr,cmr,0.0,0.0,cmr,resistance to chloramphenicol,[]
yhiJ,yhiJ,1623.0,1623.0,yhiJ,No COG Annotation,[]
